,Drug-Gene,Drug-Gene Cluster,Dependency Path,Dependency path Cluster
2847,(ng-monomethyl-l-arginine/ifn-gamma),7.0,,
2848,(dexamethasone/cyp3a),15.0,,
2849,(everolimus/cyp3a4),17.0,,
2850,(pge2/tgfbeta),8.0,,
2851,(indomethacin/calcitonin),24.0,,
2852,(valdecoxib/cyclooxygenase-2),12.0,,
2853,(melatonin/lhrh),24.0,,
2854,(glucosamine/stat3),1.0,,
2855,(docetaxel/g-csf),18.0,,
2856,(furosemide/kallikrein),5.0,,
2857,(cyclosporine/foxp3),12.0,,
2858,(sunitinib/gm-csf),8.0,,
2859,(lovastatin/ldlr),23.0,,
2860,(phosphatidylserine/phospholipase),24.0,,
2861,(suramin/ecto-atpase),12.0,,
2862,(theophylline/ghrh),16.0,,
2863,(creatine/crtr),26.0,,
2864,(berberine/adiponectin),0.0,,
2865,(simvastatin/klf2),17.0,,
2866,(simvastatin/oatp1b1),24.0,,
2867,(propranolol/phospholipase),12.0,,
2868,(duloxetine/cyp1a2),17.0,,
2869,(rapamycin/pmr1),5.0,,
2870,(chloramphenicol/mdr1),9.0,,
2871,(amitriptyline/p-gp),15.0,,
2872,(tacrine/butyrylcholinesterase),23.0,,
2873,(imiquimod/tlr7),7.0,,
2874,(atra/cd38),6.0,,
2875,(simvastatin/lfa-1),28.0,,
2876,(atorvastatin/ampk),10.0,,
2877,(atra/cd34),5.0,,
2878,(curcumin/cop9),12.0,,
2879,(ritonavir/p-gp),15.0,,
2880,(cisplatin/bcl-2),22.0,,
2881,(doxycycline/gdnf),5.0,,
2882,(isoproterenol/mcp-1),4.0,,
2883,(methoxamine/alpha1),7.0,,
2884,(trastuzumab/her-2),0.0,,
2885,(dicumarol/dt-diaphorase),28.0,,
2886,(estradiol/egfr),9.0,,
2887,(cisplatin/msh2),27.0,,
2888,(zosuquidar/p-gp),28.0,,
2889,(glcnac/lectin),12.0,,
2890,(ondansetron/p-gp),15.0,,
2891,(triacetyloleandomycin/cyp3a4),12.0,,
2892,(dextran/heparan),28.0,,
2893,(dhea/dheas),0.0,,
2894,(warfarin/cyp3a4),5.0,,
2895,(bromocriptine/pomc),22.0,,
2896,(oxytocin/lhrh),1.0,,
2897,(udenafil/pde5),28.0,,
2898,(tetrabenazine/vmat2),28.0,,
2899,(rosuvastatin/statin),1.0,,
2900,(pioglitazone/pai-1),1.0,,
2901,(buserelin/gnrh),0.0,,
2902,(il-2/fasl),0.0,,
2903,(pegfilgrastim/filgrastim),0.0,,
2904,(pemetrexed/egfr),29.0,,
2905,(irbesartan/ace2),8.0,,
2906,(fluvoxamine/cyp1a2),28.0,,
2907,(valdecoxib/cox-2),1.0,,
2908,(sulindac/fmo3),27.0,,
2909,(forskolin/alpha-msh),16.0,,
2910,(bortezomib/skp2),4.0,,
2911,(chloramphenicol/reca),28.0,,
2912,(indomethacin/mrp1),25.0,,
2913,(arsenite/vegf),22.0,,
2914,(sr141716/cb1r),25.0,,
2915,(maprotiline/herg),12.0,,
2916,(sildenafil/pde5),28.0,,
2917,(resveratrol/sirt1),22.0,,
2918,(imatinib/ifn-alpha),9.0,,
2919,(estradiol/stat3),25.0,,
2920,(melatonin/mao-b),13.0,,
2921,(telmisartan/ppargamma),22.0,,
2922,(epirubicin/tace),6.0,,
2923,(leflunomide/stat6),12.0,,
2924,(melatonin/ins-1),5.0,,
2925,(g-csf/interleukin-10),18.0,,
2926,(protamine/testis-specific),24.0,,
2927,(genistein/mucin),25.0,,
2928,(aripiprazole/bdnf),5.0,,
2929,(cimetidine/e-selectin),1.0,,
2930,(etoposide/nf-kappab),3.0,,
2931,(dexamethasone/gm-csf),8.0,,
2932,(cysteamine/ghrelin),22.0,,
2933,(cisplatin/rhob),2.0,,
2934,(alendronate/rankl),5.0,,
2935,(digoxin/hif-1),10.0,,
2936,(menadione/dt-diaphorase),20.0,,
2937,(cisplatin/survivin),21.0,,
2938,(dexamethasone/il-13),0.0,,
2939,(dexamethasone/il-10),18.0,,
2940,(etoposide/p-gp),17.0,,
2941,(rapamycin/egfr),23.0,,
2942,(losartan/enos),24.0,,
2943,(apap/mrp3),5.0,,
2944,(atorvastatin/cd40l),22.0,,
2945,(escitalopram/cyp2d6),13.0,,
2946,(verapamil/fmlp),5.0,,
2947,(erlotinib/her2),23.0,,
2948,(erlotinib/her1),20.0,,
2949,(cetrorelix/gnrh),0.0,,
2950,(etoposide/caspase-3),29.0,,
2951,(clonidine/pnmt),25.0,,
2952,(estradiol/rankl),5.0,,
2953,(pioglitazone/sgk1),22.0,,
2954,(cyclosporin/cyp3a4),17.0,,
2955,(lumiracoxib/cox-2),28.0,,
2956,(etodolac/fap-1),1.0,,
2957,(estradiol/cyp1a1),9.0,,
2958,(bortezomib/amyloidosis),2.0,,
2959,(paclitaxel/parp),28.0,,
2960,(rabeprazole/gastrin),8.0,,
2961,(berberine/pon1),0.0,,
2962,(estradiol/cyp1a2),1.0,,
2963,(nafarelin/gnrh),0.0,,
2964,(paclitaxel/cyp2c8),17.0,,
2965,(bleomycin/parp),22.0,,
2966,(cisplatin/hipk2),29.0,,
2967,(vincristine/traf1),2.0,,
2968,(norepinephrine/vasa),24.0,,
2969,(mitoxantrone/gm-csf),18.0,,
2970,(rapamycin/phas-i),9.0,,
2971,(il-11/hsp25),18.0,,
2972,(rapamycin/stat3),1.0,,
2973,(rifampin/mdr1),20.0,,
2974,(physostigmine/cholinesterase),0.0,,
2975,(estradiol/inos),20.0,,
2976,(thiopentone/ml-1),2.0,,
2977,(estradiol/kiss1),18.0,,
2978,(topotecan/abcg2),15.0,,
2979,(dexamethasone/calcitonin),24.0,,
2980,(methylprednisolone/fsgs),27.0,,
2981,(mesalazine/pp2a),12.0,,
2982,(norepinephrine/kallikrein),13.0,,
2983,(raloxifene/mmp-2),1.0,,
2984,(lovastatin/p27kip1),22.0,,
2985,(atra/klf4),8.0,,
2986,(halofantrine/herg),12.0,,
2987,(il-2/bcl-2),4.0,,
2988,(zileuton/5-lipoxygenase),1.0,,
2989,(ara-c/bcrp),15.0,,
2990,(hemin/mcp-1),15.0,,
2991,(cisplatin/asmase),10.0,,
2992,(estradiol/ppargamma),13.0,,
2993,(melatonin/caspase-3),17.0,,
2994,(etoposide/caspase-7),29.0,,
2995,(dexamethasone/vegf),0.0,,
2996,(oxytocin/beta-endorphin),16.0,,
2997,(mineralocorticoids/sgk1),24.0,,
2998,(il-1ra/ifn-gamma),0.0,,
2999,(enalapril/vegf),19.0,,
3000,(prednisone/copd),17.0,,
3001,(vincristine/hsp27),24.0,,
3002,(estradiol/resistin),13.0,,
3003,(fluvastatin/rhoa),0.0,,
3004,(carvedilol/alpha1),0.0,,
3005,(n-acetylcysteine/ho-1),13.0,,
3006,(estradiol/cyp1b1),18.0,,
3007,(melatonin/calmodulin),20.0,,
3008,(leflunomide/inos),25.0,,
3009,(dexamethasone/tlr2),22.0,,
3010,(resveratrol/ap-1),27.0,,
3011,(montelukast/inos),3.0,,
3012,(saquinavir/cyp3a4),17.0,,
3013,(bromperidol/cyp3a4),12.0,,
3014,(pge2/icam-1),1.0,,
3015,(protamine/vegf),21.0,,
3016,(paclitaxel/bcl-xl),7.0,,
3017,(dexamethasone/rantes),1.0,,
3018,(melatonin/nf-kappab),3.0,,
3019,(rofecoxib/cyp1a2),28.0,,
3020,(rapamycin/p70s6k1),28.0,,
3021,(tamoxifen/med1),5.0,,
3022,(sulfadoxine/dhps),1.0,,
3023,(metronidazole/cyp3a4),13.0,,
3024,(dutasteride/pca3),0.0,,
3025,(cyclosporine/cyclophilin),7.0,,
3026,(fk506/cd40l),22.0,,
3027,(verteporfin/vegf),11.0,,
3028,(menadione/oxidoreductase),0.0,,
3029,(cisplatin/fasl),22.0,,
3030,(hydrocortisone/beta-glucuronidase),23.0,,
3031,(goserelin/gnrh),29.0,,
3032,(alendronate/fpps),28.0,,
3033,(dexamethasone/adiponectin),21.0,,
3034,(hyaluronan/rhamm),7.0,,
3035,(gp120/cox-2),8.0,,
3036,(glucosamine/mucin),18.0,,
3037,(entacapone/catechol-o-methyltransferase),28.0,,
3038,(pravastatin/enos),13.0,,
3039,(rapamycin/inos),8.0,,
3040,(etoricoxib/cyclooxygenase-2),12.0,,
3041,(pitavastatin/rhoa),23.0,,
3042,(sulfasalazine/abcg2),14.0,,
3043,(gm-csf/b7-1),2.0,,
3044,(ornithine/samdc),24.0,,
3045,(oxycodone/cyp3a),28.0,,
3046,(sorafenib/stat3),1.0,,
3047,(escitalopram/bdnf),18.0,,
3048,(paclitaxel/hsp27),3.0,,
3049,(mineralocorticoids/kallikrein),21.0,,
3050,(rofecoxib/cyclooxygenase-2),0.0,,
3051,(glucosamine/furin),5.0,,
3052,(plx4032/b-raf),23.0,,
3053,(gm-csf/mt1-mmp),22.0,,
3054,(celecoxib/hoat3),15.0,,
3055,(adomet/prmt1),7.0,,
3056,(atra/g-csf),8.0,,
3057,(noradrenaline/icat),10.0,,
3058,(acarbose/alpha-amylase),12.0,,
3059,(pge2/hsp27),1.0,,
3060,(metronidazole/oxidoreductase),7.0,,
3061,(rituximab/fcgr3a),4.0,,
3062,(dexamethasone/pomc),13.0,,
3063,(ipratropium/copd),6.0,,
3064,(atra/cyp26a1),15.0,,
3065,(ouabain/phospholipase),29.0,,
3066,(dicumarol/oxidoreductase),28.0,,
3067,(warfarin/gas6),23.0,,
3068,(genistein/igf-i),1.0,,
3069,(flavopiridol/survivin),17.0,,
3070,(naltrexone/oprm1),23.0,,
3071,(theophylline/nf-kappab),7.0,,
3072,(nifedipine/mmp-2),13.0,,
3073,(terfenadine/p-gp),28.0,,
3074,(ctla4ig/b7-1),25.0,,
3075,(vasopressin/avpr1a),20.0,,
3076,(vasopressin/avpr1b),20.0,,
3077,(gemfibrozil/inos),12.0,,
3078,(clomiphene/lhrh),16.0,,
3079,(tegaserod/5-ht4),16.0,,
3080,(genistein/enos),22.0,,
3081,(norepinephrine/mao-a),15.0,,
3082,(phenylephrine/sirt1),5.0,,
3083,(paclitaxel/pc-3),24.0,,
3084,(digoxin/abcb1),15.0,,
3085,(paclitaxel/ociad1),7.0,,
3086,(phenothiazine/calmodulin),0.0,,
3087,(genistein/cox-2),0.0,,
3088,(dicoumarol/nadph),12.0,,
3089,(rituximab/nf-kappab),22.0,,
3090,(almotriptan/5-ht1b),16.0,,
3091,(il-2/cxcr3),24.0,,
3092,(lapatinib/her-2),12.0,,
3093,(melatonin/sert),13.0,,
3094,(hyaluronan/shap),6.0,,
3095,(forskolin/pai-1),13.0,,
3096,(imatinib/cd34),5.0,,
3097,(azathioprine/gsts),2.0,,
3098,(dexamethasone/cyclooxygenase-2),22.0,,
3099,(glucosamine/tgase),28.0,,
3100,(cyclosporine/etanercept),2.0,,
3101,(succinylcholine/cholinesterase),28.0,,
3102,(acamprosate/beta-endorphin),7.0,,
3103,(dibucaine/cholinesterase),2.0,,
3104,(forskolin/ghrh),9.0,,
3105,(zidovudine/il-1),13.0,,
3106,(rapamycin/il-10),0.0,,
3107,(il-2/cxcr4),26.0,,
3108,(rosiglitazone/enos),22.0,,
3109,(nutlin-3/rita),18.0,,
3110,(telmisartan/adiponectin),25.0,,
3111,(paclitaxel/ikappabalpha),10.0,,
3112,(diclofenac/cox-2),23.0,,
3113,(diclofenac/cox-1),28.0,,
3114,(indomethacin/mucin),13.0,,
3115,(ctla4-ig/cd28),12.0,,
3116,(rapamycin/gcn2),7.0,,
3117,(pravastatin/mrp2),7.0,,
3118,(orlistat/cyp3a4),4.0,,
3119,(irinotecan/drg1),17.0,,
3120,(dexamethasone/stat3),9.0,,
3121,(dhea/p450c17),20.0,,
3122,(propranolol/gastrin),27.0,,
3123,(daunorubicin/ryr2),7.0,,
3124,(primaquine/g6pd),19.0,,
3125,(probucol/abca1),0.0,,
3126,(cisplatin/tace),6.0,,
3127,(nitroprusside/inos),29.0,,
3128,(dexamethasone/glut4),25.0,,
3129,(pramlintide/amylin),16.0,,
3130,(dexamethasone/glut1),17.0,,
3131,(rapamycin/ccr5),24.0,,
3132,(curcumin/md-2),7.0,,
3133,(tiagabine/gat-1),28.0,,
3134,(haloperidol/proenkephalin),18.0,,
3135,(pge2/pla2),2.0,,
3136,(coumarin/cyp2a),20.0,,
3137,(pge2/mmp-2),27.0,,
3138,(enoxacin/cyp1a2),15.0,,
3139,(pge2/mmp-3),27.0,,
3140,(haloperidol/5-ht1a),16.0,,
3141,(dhea/g6pdh),28.0,,
3142,(tetrahydroaminoacridine/cholinesterase),12.0,,
3143,(fluoxetine/hsert),17.0,,
3144,(gm-csf/eotaxin),18.0,,
3145,(rosiglitazone/il-1ra),27.0,,
3146,(proguanil/cyp2c19),6.0,,
3147,(geldanamycin/enos),13.0,,
3148,(cisplatin/pdcd5),2.0,,
3149,(tamoxifen/lhrh),29.0,,
3150,(simvastatin/ho-1),27.0,,
3151,(ceftibuten/pept1),23.0,,
3152,(spironolactone/ctgf),18.0,,
3153,(chloramphenicol/pai-1),24.0,,
3154,(cyclosporine/cypa),28.0,,
3155,(pioglitazone/afabp),15.0,,
3156,(cyclosporine/g-csf),18.0,,
3157,(n-acetylcysteine/ap-1),12.0,,
3158,(pioglitazone/apoa-i),24.0,,
3159,(resveratrol/ho-1),4.0,,
3160,(curcumin/npc1l1),12.0,,
3161,(terbinafine/cyp2d6),28.0,,
3162,(filgrastim/sargramostim),2.0,,
3163,(sargramostim/filgrastim),18.0,,
3164,(nabumetone/cox-2),28.0,,
3165,(oseltamivir/neuraminidase),1.0,,
3166,(pranlukast/cyp3a4),15.0,,
3167,(pge2/timp-1),4.0,,
3168,(sn-38/bcrp),15.0,,
3169,(pge2/beta-induced),8.0,,
3170,(rapamycin/ppiase),23.0,,
3171,(gemcitabine/survivin),8.0,,
3172,(ctla4ig/ctla4),27.0,,
3173,(ketoconazole/aromatase),12.0,,
3174,(bezafibrate/rantes),3.0,,
3175,(erythromycin/herg),25.0,,
3176,(desipramine/creb),1.0,,
3177,(pge2/aqp2),29.0,,
3178,(secretin/gastrin),21.0,,
3179,(chloramphenicol/camr),20.0,,
3180,(dexamethasone/cyp1a1),5.0,,
3181,(curcumin/mtor),1.0,,
3182,(dexamethasone/rankl),22.0,,
3183,(clozapine/cyp3a4),28.0,,
3184,(sorafenib/vegf),0.0,,
3185,(simvastatin/p-selectin),13.0,,
3186,(sirolimus/fsgs),18.0,,
3187,(naringenin/apob),18.0,,
3188,(ndga/5-lipoxygenase),12.0,,
3189,(l-citrulline/nadph),8.0,,
3190,(dexamethasone/resistin),19.0,,
3191,(indomethacin/ml-1),19.0,,
3192,(chloramphenicol/il-1),27.0,,
3193,(fluoxetine/trek-1),28.0,,
3194,(estradiol/vegf),18.0,,
3195,(analgesics/cyclooxygenase-2),1.0,,
3196,(etoposide/filgrastim),2.0,,
3197,(voriconazole/cyp2c19),17.0,,
3198,(hyaluronan/erbb2),24.0,,
3199,(curcumin/ampk),12.0,,
3200,(dhea/gnrh),23.0,,
3201,(rapamycin/rps6),27.0,,
3202,(imatinib/c-fms),1.0,,
3203,(11beta/hsd1),1.0,,
3204,(yohimbine/kallikrein),21.0,,
3205,(betaine/gat2),27.0,,
3206,(ketoconazole/cyp3a4),1.0,,
3207,(nateglinide/glp-1),21.0,,
3208,(genistein/cyp24),28.0,,
3209,(dexamethasone/inos),0.0,,
3210,(gm-csf/csf2),20.0,,
3211,(indomethacin/cox-1),28.0,,
3212,(indomethacin/cox-2),1.0,,
3213,(sertraline/sert),12.0,,
3214,(amprenavir/cyp3a4),28.0,,
3215,(dexamethasone/p450scc),22.0,,
3216,(loratadine/leukotriene),16.0,,
3217,(aldosterone/cyp11b2),20.0,,
3218,(alendronate/vegf),1.0,,
3219,(estradiol/adiponectin),9.0,,
3220,(aldosterone/cyp11b1),20.0,,
3221,(atorvastatin/statin),1.0,,
3222,(budesonide/copd),6.0,,
3223,(glibenclamide/sur1),6.0,,
3224,(ctla4-ig/cd80),7.0,,
3225,(irbesartan/mcp-1),21.0,,
3226,(theophylline/hdac),29.0,,
3227,(clomipramine/herg),5.0,,
3228,(auranofin/il-1),13.0,,
3229,(alendronate/calcitonin),2.0,,
3230,(dexamethasone/inositol),18.0,,
3231,(dofetilide/herg),12.0,,
3232,(hyaluronan/tsg-6),24.0,,
3233,(topotecan/hif-1),17.0,,
3234,(genistein/pi3k),25.0,,
3235,(oltipraz/hif-1alpha),10.0,,
3236,(phenylephrine/pdha),28.0,,
3237,(staurosporine/eaat4),23.0,,
3238,(isoprenaline/endothelin-1),7.0,,
3239,(telmisartan/at1r),0.0,,
3240,(norepinephrine/sert),26.0,,
3241,(suramin/srbc),19.0,,
3242,(camptothecin/top1),1.0,,
3243,(rapamycin/vegf),0.0,,
3244,(docetaxel/p-gp),17.0,,
3245,(streptokinase/alteplase),0.0,,
3246,(mk-571/mrp1),12.0,,
3247,(taurine/cyp7a1),0.0,,
3248,(mk-571/mrp2),13.0,,
3249,(collagenase/ap-1),9.0,,
3250,(imatinib/g-csf),18.0,,
3251,(staurosporine/pkc-alpha),28.0,,
3252,(entacapone/comt),23.0,,
3253,(arsenite/cyp1a1),13.0,,
3254,(naloxone/copd),2.0,,
3255,(glcnac/nagk),12.0,,
3256,(il-2/mcp-1),25.0,,
3257,(docetaxel/nf-kappab),0.0,,
3258,(rifampin/p-gp),0.0,,
3259,(dhea/ppar),16.0,,
3260,(paracetamol/cyp2e1),15.0,,
3261,(atra/tsp-1),4.0,,
3262,(forskolin/il-1),19.0,,
3263,(corticosteroids/g-csf),11.0,,
3264,(ouabain/alpha1),1.0,,
3265,(staurosporine/cdk2),6.0,,
3266,(terbutaline/gastrin),27.0,,
3267,(imipenem/oprd),11.0,,
3268,(mexiletine/cyp1a2),15.0,,
3269,(indomethacin/nag-1),22.0,,
3270,(proguanil/dhfr),28.0,,
3271,(estrone/dheas),5.0,,
3272,(bumetanide/nkcc1),12.0,,
3273,(oxaliplatin/egfr),9.0,,
3274,(amd3100/cxcr-4),16.0,,
3275,(cimetidine/gastrin),27.0,,
3276,(taurine/cx26),25.0,,
3277,(trimethoprim/dhfr),28.0,,
3278,(docetaxel/caspase-3),7.0,,
3279,(sulfasalazine/nat2),24.0,,
3280,(melatonin/mel1c),7.0,,
3281,(prednisolone/rhoa),17.0,,
3282,(tolbutamide/gastrin),23.0,,
3283,(bortezomib/pp2a),17.0,,
3284,(sulphonamide/calmodulin),0.0,,
3285,(mannitol/nadph),16.0,,
3286,(tamoxifen/p-gp),8.0,,
3287,(risperidone/5-ht2a),16.0,,
3288,(levamisole/tnap),12.0,,
3289,(glibenclamide/cgrp),3.0,,
3290,(gp120/ccr5),7.0,,
3291,(probenecid/bfgf),4.0,,
3292,(il-11/gp130),1.0,,
3293,(danazol/aromatase),23.0,,
3294,(ivacaftor/cftr),17.0,,
3295,(cisplatin/smac),26.0,,
3296,(alprazolam/cyp3a4),15.0,,
3297,(atra/pai-1),15.0,,
3298,(atomoxetine/herg),12.0,,
3299,(anastrozole/aromatase),1.0,,
3300,(desipramine/cyp2d6),17.0,,
3301,(dibucaine/butyrylcholinesterase),25.0,,
3302,(atorvastatin/rhoa),25.0,,
3303,(adalimumab/etanercept),2.0,,
3304,(aminopterin/fpgs),17.0,,
3305,(methacholine/atopy),7.0,,
3306,(rapamycin/trpm6),19.0,,
3307,(vasopressin/aqp-2),20.0,,
3308,(rapamycin/frap),1.0,,
3309,(creatine/gamt),26.0,,
3310,(indomethacin/endothelin-1),22.0,,
3311,(novobiocin/hsp90),26.0,,
3312,(carbachol/pyk2),10.0,,
3313,(tamoxifen/calmodulin),0.0,,
3314,(hydrocortisone/pai-1),13.0,,
3315,(enoxaparin/tfpi),24.0,,
3316,(hyaluronan/has1),20.0,,
3317,(glyburide/bcrp),15.0,,
3318,(losartan/sar1),11.0,,
3319,(hyaluronan/has3),20.0,,
3320,(hyaluronan/has2),20.0,,
3321,(mitomycin/reca),0.0,,
3322,(pravastatin/oatp),28.0,,
3323,(genistein/pi-9),25.0,,
3324,(losartan/adiponectin),21.0,,
3325,(basiliximab/cd25),18.0,,
3326,(capsaicin/tnox),15.0,,
3327,(formoterol/copd),6.0,,
3328,(dobutamine/inos),22.0,,
3329,(dexamethasone/igfbp-1),27.0,,
3330,(hyaluronan/glycosyltransferase),20.0,,
3331,(cisplatin/atp7b),17.0,,
3332,(clarithromycin/cyp3a4),28.0,,
3333,(gp120/il-10),29.0,,
3334,(dexamethasone/igfbp-5),23.0,,
3335,(dexamethasone/igfbp-4),17.0,,
3336,(indomethacin/indo),18.0,,
3337,(dexamethasone/igfbp-3),23.0,,
3338,(6-mercaptopurine/nurr1),25.0,,
3339,(warfarin/cyp2c9),15.0,,
3340,(rapamycin/pp2a),17.0,,
3341,(rosiglitazone/ppargamma),0.0,,
3342,(rosiglitazone/inos),7.0,,
3343,(hyaluronidase/mucin),27.0,,
3344,(gm-csf/gp100),18.0,,
3345,(aripiprazole/cyp3a4),17.0,,
3346,(gm-csf/ifn-gamma),0.0,,
3347,(daclizumab/cd25),17.0,,
3348,(vincristine/cyp3a4),17.0,,
3349,(nadh/nox-1),20.0,,
3350,(vincristine/cyp3a5),17.0,,
3351,(infliximab/gm-csf),13.0,,
3352,(estrone/sulfatase),1.0,,
3353,(rapamycin/fkbp12),7.0,,
3354,(simvastatin/caspase-3),29.0,,
3355,(pertuzumab/egfr),12.0,,
3356,(analgesics/cox-2),28.0,,
3357,(exenatide/glp-1),7.0,,
3358,(dobutamine/ctni),20.0,,
3359,(pimozide/calmodulin),0.0,,
3360,(resveratrol/caspase-3),3.0,,
3361,(prednisolone/copd),0.0,,
3362,(rosiglitazone/resistin),13.0,,
3363,(plerixafor/cd34),7.0,,
3364,(hyaluronate/mesoderm),7.0,,
3365,(etoposide/g-csf),18.0,,
3366,(gm-csf/m-csf),18.0,,
3367,(rapamycin/fkbp25),1.0,,
3368,(galantamine/nachr),16.0,,
3369,(berberine/cox-2),17.0,,
3370,(genistein/gm-csf),25.0,,
3371,(nitroprusside/enos),13.0,,
3372,(ara-c/gm-csf),2.0,,
3373,(salmeterol/copd),0.0,,
3374,(dexamethasone/mucin),3.0,,
3375,(dexamethasone/p300),5.0,,
3376,(fluoxetine/bdnf),0.0,,
3377,(naloxone/gnrh),27.0,,
3378,(l-dopa/catechol-o-methyltransferase),17.0,,
3379,(ceftriaxone/eaat2),6.0,,
3380,(simvastatin/nf-kappab),17.0,,
3381,(arsenite/cox-2),13.0,,
3382,(resveratrol/nf-kappab),25.0,,
3383,(indomethacin/cyclooxygenase-2),12.0,,
3384,(g-csf/g-csf-r),18.0,,
3385,(warfarin/vkorc1),2.0,,
3386,(gemcitabine/rrm1),10.0,,
3387,(berberine/glp-1),18.0,,
3388,(rituximab/cd20),7.0,,
3389,(genistein/il-10),25.0,,
3390,(indomethacin/cyclooxygenase-1),12.0,,
3391,(halothane/nadph),8.0,,
3392,(riluzole/trek-1),22.0,,
3393,(rituximab/etanercept),2.0,,
3394,(methotrexate/hoat3),15.0,,
3395,(aldosterone/alpha-msh),11.0,,
3396,(desipramine/bdnf),22.0,,
3397,(norepinephrine/cgrp),5.0,,
3398,(infliximab/vegf),0.0,,
3399,(sulindac/nf-kappab),23.0,,
3400,(pge2/cpla2),22.0,,
3401,(dexamethasone/amyloidosis),6.0,,
3402,(dexamethasone/pthrp),1.0,,
3403,(losartan/at-1),0.0,,
3404,(meth/amph),2.0,,
3405,(sn-38/ugt1a),15.0,,
3406,(flutamide/aadac),24.0,,
3407,(deferoxamine/hif-1alpha),18.0,,
3408,(ketamine/nf-kappab),0.0,,
3409,(il-2/cd40l),2.0,,
3410,(plerixafor/g-csf),18.0,,
3411,(dirithromycin/cyp3a),28.0,,
3412,(camptothecin/caspase-3),16.0,,
3413,(curcumin/mcp-1),0.0,,
3414,(mitoxantrone/bcrp),15.0,,
3415,(simvastatin/pai-1),1.0,,
3416,(dexamethasone/il-1ra),18.0,,
3417,(montelukast/cyslt2),11.0,,
3418,(metformin/mdr1),0.0,,
3419,(acarbose/alpha-glucosidase),12.0,,
3420,(montelukast/cyslt1),6.0,,
3421,(sunitinib/stat3),1.0,,
3422,(estradiol/cyp19),24.0,,
3423,(pge2/gastrin),21.0,,
3424,(octreotide/gastrin),21.0,,
3425,(melphalan/ifn-gamma),6.0,,
3426,(phosphatidylserine/gas6),9.0,,
3427,(forskolin/pde4),28.0,,
3428,(minocycline/bcl-2),8.0,,
3429,(aldosterone/p450aldo),20.0,,
3430,(sorafenib/mrp2),17.0,,
3431,(daunorubicin/mrp1),26.0,,
3432,(l-isoleucine/trna),7.0,,
3433,(docetaxel/sphk1),25.0,,
3434,(fk506/bcl-2),21.0,,
3435,(warfarin/apoe),9.0,,
3436,(plx4032/braf),28.0,,
3437,(memantine/bdnf),29.0,,
3438,(oc144-093/p-gp),28.0,,
3439,(carbamazepine/cyp3a4),15.0,,
3440,(fluvoxamine/cyp3a),28.0,,
3441,(melatonin/nrf2),22.0,,
3442,(voglibose/alpha-glucosidase),12.0,,
3443,(camptothecin/nf-kappab),29.0,,
3444,(oxytocin/alpha-msh),11.0,,
3445,(aminoglutethimide/aromatase),1.0,,
3446,(bevacizumab/egfr),28.0,,
3447,(erlotinib/rad51),23.0,,
3448,(cisplatin/mkk3),3.0,,
3449,(genistein/vegf),3.0,,
3450,(fluorescein/cd42b),5.0,,
3451,(aprepitant/nk-1),0.0,,
3452,(rapamycin/rictor),5.0,,
3453,(rapamycin/pi3k),28.0,,
3454,(diclofenac/cyclooxygenase-2),12.0,,
3455,(suramin/gp120),7.0,,
3456,(aldosterone/pkd1),29.0,,
3457,(resveratrol/foxo1),8.0,,
3458,(sti-571/c-abl),12.0,,
3459,(cyclosporine/mdr1),2.0,,
3460,(dexamethasone/igf-i),22.0,,
3461,(atra/il-1),2.0,,
3462,(aldosterone/enacalpha),19.0,,
3463,(sildenafil/cpap),2.0,,
3464,(il-1ra/icam-1),5.0,,
3465,(avastin/vegf),0.0,,
3466,(dexamethasone/cox-2),13.0,,
3467,(nadh/pgdh),11.0,,
3468,(pge2/m-csf),18.0,,
3469,(aminopterin/hoat1),15.0,,
3470,(pyridoxine/egot),12.0,,
3471,(geldanamycin/hsf1),10.0,,
3472,(decitabine/dnmt),28.0,,
3473,(flurbiprofen/cyp2c9),22.0,,
3474,(zanamivir/neuraminidase),12.0,,
3475,(pravastatin/adiponectin),2.0,,
3476,(verapamil/calmodulin),28.0,,
3477,(enalapril/enos),6.0,,
3478,(abatacept/ctla-4),27.0,,
3479,(indomethacin/ppargamma),3.0,,
3480,(daunorubicin/prolidase),23.0,,
3481,(rosiglitazone/glut4),0.0,,
3482,(fluoxetine/cyp2d6),28.0,,
3483,(galanthamine/cholinesterase),28.0,,
3484,(atorvastatin/fasl),27.0,,
3485,(atorvastatin/mcm6),17.0,,
3486,(fibrates/pai-1),15.0,,
3487,(ritonavir/cd36),9.0,,
3488,(mitomycin/rad51),0.0,,
3489,(melatonin/sirt1),10.0,,
3490,(zidovudine/ifn-alpha),18.0,,
3491,(losartan/at1r),7.0,,
3492,(il-2/perlecan),7.0,,
3493,(ciclosporin/p-gp),17.0,,
3494,(atra/p-gp),24.0,,
3495,(disulfiram/5-lipoxygenase),23.0,,
3496,(verapamil/p-gp),25.0,,
3497,(cerivastatin/statin),1.0,,
3498,(carbachol/rgs2),5.0,,
3499,(doxycycline/vegf),17.0,,
3500,(collagenase/mmp1),20.0,,
3501,(ndga/15-lox),28.0,,
3502,(doxorubicin/mdr1),22.0,,
3503,(pge2/aromatase),1.0,,
3504,(erythromycin/p-gp),15.0,,
3505,(methoxsalen/cyp2a6),28.0,,
3506,(atra/nf-kappab),23.0,,
3507,(delavirdine/cyp3a),28.0,,
3508,(pge2/ifn-gamma),11.0,,
