,drug-gene,dependency path,Drug-Gene Pair Cluster,Dependency Path Cluster
4921,(chlorpromazine/pla2),"[prep_at, concentrations, prep_of]",22.0,67.0
4922,(methyl-ccnu/calmodulin),"[nsubj, activates, dobj, pathway, amod]",28.0,59.0
4923,(amiodarone/taar1),"[prep_with, treatment, prep_before, patients, prep_in]",20.0,103.0
4924,(forskolin/pit-1),"[nn, isothiocyanate, prep_with, labeled, nsubjpass]",2.0,0.0
4925,(isoproterenol/icer),"[xsubj, induce, dobj]",18.0,0.0
4926,(cyclosporin/mtor),"[nn, glucuronide, appos]",18.0,83.0
4927,(atra/p300),"[prep_on, production, nn]",14.0,117.0
4928,(simvastatin/nfkappab),"[partmod, induced, dobj, release, prep_of]",14.0,0.0
4929,(cpib/microbody),"[dep, factor, agent, stimulated, nsubjpass, release, prep_of, phosphates, amod]",14.0,0.0
4930,(halothane/g6pd),"[nsubj, increased, dobj, stability, prep_of, mrna, amod]",14.0,0.0
4931,(tamoxifen/hitf),"[nsubj, induced, prep_in, cells, amod]",29.0,37.0
4932,(rolipram/icer),"[prep_on, translocation, amod]",26.0,37.0
4933,(tranylcypromine/mao-a),"[nsubj, markedly, dobj]",18.0,0.0
4934,(analgesics/p-gp),"[appos, inhibitor, rcmod, inhibits, dobj]",16.0,0.0
4935,(pge2/creb2),"[nsubj, have, dobj, effect, prep_on]",2.0,0.0
4936,(nutlin-3/mdm2),"[nsubj, inhibits, dobj, levels, nn]",22.0,0.0
4937,(tiagabine/gat1),"[nsubj, affected, dobj]",22.0,90.0
4938,(calcitriol/egfr),"[nn, family, prep_of, member, nsubj]",2.0,0.0
4939,(bortezomib/klf9),"[nsubj, increased, dobj, activities, amod]",8.0,0.0
4940,(tamoxifen/pthrp),"[appos, product, nn]",10.0,78.0
4941,(picrotoxin/psps),"[appos, blocker, prep_of, channel, nn]",21.0,76.0
4942,(perindopril/hif-1alpha),"[amod, formation, dobj, stimulated, nsubj, beta, amod, alpha, dep]",23.0,0.0
4943,(tranylcypromine/mao-b),"[amod, inhibitors, prep_of]",23.0,0.0
4944,(albendazole/mmp-9),"[amod, activities, prep_with, cytokine, nsubj]",22.0,0.0
4945,(memantine/sap97),"[conj_nor, zotepine, agent, affected, nsubjpass, hypothermia, prep_in, mice, appos, effect, amod]",1.0,0.0
4946,(atra/rars),"[appos, inhibitor, amod]",26.0,0.0
4947,(doxycycline/beta-galactosidase),"[appos, agonist, prep_of, gamma, appos]",26.0,94.0
4948,(mitiglinide/cftr),"[nn, secretion, amod]",15.0,1.0
4949,(neostigmine/pars),"[amod, inhibited, prep_of, presence, prep_in, ligand, prep_to]",14.0,0.0
4950,(melatonin/aa-nat),"[nsubj, inhibited, dobj, generation, nn]",9.0,0.0
4951,(phenytoin/cyp2c9),"[nsubj, reduced, dobj, secretion, nn]",16.0,107.0
4952,(haloperidol/herg),"[prep_to, exposed, partmod, cells, prep_in, activated, nsubjpass]",18.0,0.0
4953,(phenolsulfonphthalein/mrp2),"[appos, antibody, rcmod, targets, dobj]",23.0,0.0
4954,(fk506/fk506-binding),"[amod, acetyltransferase, amod, gene, prep_to, linked, partmod, promoter, amod]",21.0,57.0
4955,(theophylline/calcitonin),"[prep_to, cells, nn]",13.0,0.0
4956,(rosuvastatin/hoat3),"[amod, micrograms, amod]",23.0,0.0
4957,(nadh/sirt1),"[prep_of, administration, nsubj, increased, dobj, levels, amod]",8.0,0.0
4958,(nadh/sirt6),"[nsubj, antibody, nsubj, targets, dobj]",15.0,111.0
4959,(felodipine/il-18),"[nsubj, suppress, prepc_by, inhibiting, dobj, expression, prep_of]",2.0,111.0
4960,(imatinib/pi3k),"[xsubj, reduce, dobj, activity, amod]",14.0,38.0
4961,(bumetanide/hoat3),"[nsubj, agonist, prep_of, receptor, appos]",2.0,38.0
4962,(pentoxifylline/ifn-alpha),"[prep_to, investigated, dobj, role, prep_of]",15.0,38.0
4963,(atra/rar-beta),"[nn, cells, nn]",23.0,0.0
4964,(phenytoin/cyp2b6),"[dep, site, prep_of]",25.0,102.0
4965,(amantadine/comt),"[nsubj, abolished, prep_to]",23.0,102.0
4966,(pitavastatin/icam-1),"[dep, vinblastine, prep_such_as, inhibitor, nn]",23.0,0.0
4967,(bumetanide/hoat1),"[dep, navelbine, dep, co, appos]",14.0,0.0
4968,(noscapine/cyp2c9),"[amod, treatment, prep_after]",2.0,0.0
4969,(bosentan/bsep),"[nsubj, increased, dobj, expression, appos]",9.0,0.0
4970,(citalopram/cck-4),"[prep_of, effect, dobj, evaluate, prep_on, expression, amod]",2.0,0.0
4971,(epinastine/tarc),"[prep_of, metabolism, prep_in, involved, nsubjpass]",14.0,58.0
4972,(isoproterenol/aqp3),"[nsubj, affects, dobj, levels, amod]",18.0,0.0
4973,(curcumin/mcl-1),"[prep_with, interacted, nsubj]",4.0,56.0
4974,(paclitaxel/bcl-2),"[nsubj, inhibited, dobj, expression, prep_of]",0.0,0.0
4975,(lovastatin/cd30),"[appos, factor, amod, granulocyte, amod]",29.0,97.0
4976,(simvastatin/ppar-alpha),"[prep_of, targets, appos, inhibition, prep_of, kinase, appos]",8.0,0.0
4977,(diazoxide/gat-1),"[nsubj, inhibited, dobj, induction, amod]",18.0,70.0
4978,(topotecan/survivin),"[nsubj, synergizes, prep_with]",14.0,0.0
4979,(isoproterenol/icat),"[prep_with, activation, appos]",1.0,0.0
4980,(vorinostat/mcl-1),"[nn, treatment, prep_after, decreased, nsubj]",14.0,0.0
4981,(cisplatin/4-1bb),"[appos, methamphetamine, prep_of, symptomatology, nsubj, use, advcl, gene, nsubj]",29.0,0.0
4982,(dexamethasone/esel),"[agent, attenuated, nsubjpass, activity, nn]",23.0,0.0
4983,(forskolin/pacap),"[nsubj, altered, dobj, expression, amod]",26.0,0.0
4984,(l-glutamine/gamma-glutamyltransferase),"[nsubj, specific, prep_for]",27.0,0.0
4985,(cisplatin/halp),"[xsubj, silencing, prep_of]",27.0,0.0
4986,(tocainide/cyp1a2),"[nsubj, reduced, xcomp]",2.0,85.0
4987,(sulfasalazine/ikk-alpha),"[nsubj, activates, dobj, enzyme, amod]",15.0,0.0
4988,(saracatinib/achn),"[advmod, inhibitors, nn]",23.0,37.0
4989,(morphine-6-glucuronide/ugt2b7),"[prep_with, have, nsubj]",23.0,4.0
4990,(indomethacin/ho-1),"[appos, mab, nn]",8.0,0.0
4991,(tamoxifen/ki-67),"[dep, receptor, appos]",28.0,0.0
4992,(hydrocortisone/pthrp),"[nsubj, enhanced, dobj, formation, amod]",8.0,0.0
4993,(colchicine/gastrin),"[prep_to, changed, nsubj]",23.0,0.0
4994,(cyclosporin/pyk2),"[prep_of, enzyme, nsubj, reductase, appos]",18.0,0.0
4995,(naloxone/met-enkephalin),"[prep_to, sensitive, nsubj, cells, nn]",0.0,33.0
4996,(noradrenaline/alpha-glucosidase),"[appos, nim, dep, inhibitor, nn]",18.0,0.0
4997,(g-csf/junb),"[appos, theophylline, appos, midazolam, appos]",18.0,0.0
4998,(rifampin/bsep),"[dep, compared, prep_with, naproxen, appos, inhibitor, nn]",12.0,0.0
4999,(hyaluronidase/spam1),"[nsubj, increased, advcl, decreased, nsubj]",1.0,108.0
5000,(methotrexate/nadph),"[amod, phosphate, appos]",14.0,0.0
5001,(nifedipine/mnsod),"[dobj, transport, xsubj]",8.0,0.0
5002,(staurosporine/il-1),"[nn, pathway, appos]",18.0,0.0
5003,(bupivacaine/strabismus),"[nsubj, decreased, dobj, amount, prep_of]",23.0,0.0
5004,(amitriptyline/hdac7),"[amod, plasminogen, amod, system, prep_of, components, appos, expression, prep_of, receptor, appos]",15.0,31.0
5005,(abciximab/reteplase),"[amod, gene, prep_to, linked, partmod, promoter, nn]",0.0,0.0
5006,(staurosporine/chk1),"[prep_with, reduced, nsubjpass, levels, nn]",8.0,0.0
5007,(risperidone/htr2c),"[prep_with, upregulated, nsubjpass, expression, nn]",22.0,0.0
5008,(troglitazone/mcp-1),"[prep_of, treatment, appos]",19.0,102.0
5009,(atenolol/il-18),"[xsubj, transcription, amod]",2.0,0.0
5010,(staurosporine/calmodulin),"[nn, group, prep_in, higher, nsubj, levels, nn]",22.0,0.0
5011,(spermine/calmodulin),"[xsubj, bind, dobj]",15.0,0.0
5012,(glcnac/beta4gal-t1),"[amod, therapy, nsubjpass, determined, advcl, elaborated, nsubj, changes, prep_in, concentrations, prep_of]",23.0,0.0
5013,(acarbose/iddm),"[dep, reduced, prep_with, expression, prep_of, hadhb, appos]",2.0,0.0
5014,(tamoxifen/igfbp-3),"[prep_by, inhibited, attr, inhibitor, prep_of]",23.0,0.0
5015,(metoclopramide/alpha-msh),"[xsubj, modification, prep_of]",18.0,0.0
5016,(troglitazone/kip1),"[amod, drugs, appos]",29.0,0.0
5017,(alprostadil/enos),"[nsubjpass, cleaved, agent]",20.0,0.0
5018,(asparaginase/eca2),"[prep_by, protein, appos]",23.0,38.0
5019,(geldanamycin/grk2),"[agent, inhibited, nsubjpass, action, prep_of]",6.0,0.0
5020,(melatonin/tlr4),"[agent, induced, partmod, activity, amod]",2.0,90.0
5021,(rapamycin/fkbp-12),"[amod, gamma, appos]",21.0,37.0
5022,(glibenclamide/pomc),"[amod, treatment, prep_after, upregulated, nsubjpass, expression, prep_of]",14.0,90.0
5023,(erythromycin/cox-2),"[nn, analog, nn]",18.0,90.0
5024,(metformin/pp2a),"[appos, statins, prep_of, effect, dobj, evaluated, advcl, given, prep_with, clopidogrel, pobj, patients, nsubjpass]",18.0,0.0
5025,(lovastatin/ap-1),"[nsubj, antibody, prep_against, antigen, amod]",23.0,61.0
5026,(idarubicin/g-csf),"[agent, inhibited, nsubjpass, translocation, prep_of]",0.0,8.0
5027,(zileuton/5-lo),"[xsubj, inhibit, dobj, systems, nn]",3.0,0.0
5028,(bezafibrate/hdl2),"[nsubj, reduces, dobj, expression, prep_of]",14.0,0.0
5029,(carboplatin/tace),"[prep_in, phosphorylation, amod]",5.0,0.0
5030,(cimetidine/mate1),"[nn, treatment, nsubj, resulted, prep_in, expression, prep_of]",22.0,11.0
5031,(nelfinavir/acyltransferase),"[amod, inhibitors, nn]",4.0,4.0
5032,(lovastatin/cd36),"[agent, blocked, nsubjpass, activity, nn]",2.0,25.0
5033,(sulfamethazine/nat2),"[prep_of, effect, dobj, examine, prep_on]",16.0,0.0
5034,(losartan/fmlp),"[prep_of, pharmacokinetics, prep_on, investigate, dobj, effect, prep_of]",28.0,109.0
5035,(azithromycin/sulfatase),"[amod, secretion, nn]",2.0,79.0
5036,(itraconazole/p-gp),"[appos, curcumin, nsubj, stress, dobj, oxidase, appos]",21.0,0.0
5037,(dicoumarol/nqo1),"[prep_with, received, advcl, received, parataxis, assigned, nsubjpass, patients, partmod, undergoing, dobj, surgery, amod]",3.0,119.0
5038,(norepinephrine/orexin),"[amod, glucuronidation, prep_in]",10.0,6.0
5039,(tamoxifen/er-alpha),"[prep_with, induced, partmod]",14.0,0.0
5040,(ranitidine/cholinesterase),"[nsubj, alter, dobj, activity, nn]",2.0,20.0
5041,(enalapril/nf-kappab),"[nsubj, suppressed, dobj, production, nn]",16.0,0.0
5042,(diuretics/tpmt),"[dep, arabinoside, amod]",14.0,0.0
5043,(imiquimod/ip-10),"[prep_of, dose, prep_of, clearance, prep_in, reduction, prep_by, indicated, advcl, inhibited, dobj, activity, prep_of]",10.0,10.0
5044,(rosiglitazone/musclin),"[nsubj, inhibited, dobj, growth, nn]",18.0,0.0
5045,(aldosterone/trpm6),"[nn, disopyramide, dep, attenuated, parataxis]",28.0,0.0
5046,(artemisinin/gsts),"[dobj, using, xcomp, measured, nsubjpass, activity, nn]",23.0,0.0
5047,(nilotinib/abcb1),"[nsubj, demonstrated, dobj, activity, prep_in, cancer, appos]",25.0,0.0
5048,(aldosterone/trpm7),"[prep_of, effects, dobj, studied, prep_on, expression, nn]",18.0,38.0
5049,(atra/ml-1),"[nn, transferase, appos]",27.0,0.0
5050,(voglibose/iddm),"[nn, group, amod]",6.0,0.0
5051,(vincristine/bcl-2),"[nsubj, inhibits, prep_through, activation, prep_of]",18.0,0.0
5052,(prostacyclin/nceh),"[amod, antizyme, appos]",14.0,0.0
5053,(hydrocortisone/enos),"[nn, gene, nn]",24.0,111.0
5054,(quetiapine/cholinesterase),"[agent, inhibited, nsubjpass, activity, nn]",22.0,0.0
5055,(lovastatin/cd69),"[amod, solution, prep_of]",14.0,70.0
5056,(docetaxel/gstp1),"[prep_with, incubated, partmod, cells, nn]",14.0,0.0
5057,(chloroquine/s100a9),"[nsubj, inhibited, dobj, levels, nn]",28.0,0.0
5058,(guanidine/pai-1),"[appos, n, dep]",23.0,93.0
5059,(gm-csf/mcp1),"[nsubj, inhibited, dobj, effects, nn]",7.0,0.0
5060,(betaxolol/calmodulin),"[amod, treatment, appos, levels, prep_of]",29.0,0.0
5061,(amlodipine/niddm),"[nsubj, one, prep_of, substrates, num]",23.0,54.0
5062,(atra/rar-alpha),"[dep, incubation, prep_of]",0.0,0.0
5063,(hydrocortisone/igf-i),"[dep, inhibited, dobj, preparation, prep_of, activity, nn]",12.0,67.0
5064,(efavirenz/cyp3a),"[dep, activity, appos]",4.0,0.0
5065,(minocycline/ifn-gamma),"[prep_by, induction, appos]",26.0,0.0
5066,(lamivudine/ifn-gamma),"[xsubj, overexpression, prep_of]",14.0,0.0
5067,(mitoxantrone/caspase-3),"[nsubj, had, dobj, effects, prep_on, cells, amod]",18.0,0.0
5068,(anti-estrogens/ap-1),"[prep_of, effect, dobj, investigate, prep_on, expression, nn]",28.0,0.0
5069,(sulindac/nag-1),"[prep_to, predict, nsubj, status, amod]",10.0,70.0
5070,(mimosine/aml1),"[prep, than, pcomp, to, pobj]",26.0,0.0
5071,(gemcitabine/mgll),"[nsubj, abolished, prep_on]",2.0,112.0
5072,(lapatinib/erbb3),"[nsubj, caused, prep_from]",2.0,119.0
5073,(lapatinib/erbb2),"[nsubj, inhibited, dobj, association, prep_of]",11.0,0.0
5074,(lapatinib/erbb1),"[prep_of, metabolism, nn]",3.0,60.0
5075,(trans-3/ugt1a9),"[prep_of, precursor, appos]",18.0,0.0
5076,(haloperidol/beta-endorphin),"[amod, inhibitors, amod]",2.0,89.0
5077,(pegvisomant/factor-1),"[prep, plus, dep, antagonist, nn]",13.0,0.0
5078,(amiodarone/cyp3a),"[amod, ii, nn]",1.0,0.0
5079,(rapamycin/fmlp),"[xsubj, effective, prep_than]",5.0,0.0
5080,(cyclosporine/vegf),"[nsubj, inhibited, dobj, current, amod]",29.0,0.0
5081,(grepafloxacin/p47-phox),"[prep_for, site, prep_as, identified, nsubjpass, protein, appos]",18.0,0.0
5082,(cetuximab/larc),"[appos, secretion, amod]",14.0,56.0
5083,(aldosterone/trpc1),"[dep, substrates, nn]",2.0,20.0
5084,(verapamil/egfr),"[prep_from, protected, nsubj, delivery, prep_of, dismutase, appos]",27.0,0.0
5085,(iloprost/rac1),"[nsubj, agent, appos]",18.0,20.0
5086,(thiopentone/thio),"[prep_such_as, inducers, prep_of]",23.0,0.0
5087,(phenylephrine/endothelin-3),"[appos, lapatinib, nsubj, inhibitor, prep_of, receptor, appos]",2.0,0.0
5088,(aldosterone/trpc6),"[nsubj, attenuated, dobj, degradation, prep_of]",8.0,0.0
5089,(phenylephrine/endothelin-1),"[nn, resistance, prep_in, involved, nsubjpass]",12.0,0.0
5090,(leflunomide/ap-1),"[appos, treatment, prep_with, agonist, nn]",20.0,0.0
5091,(trifluoperazine/calmodulin-binding),"[nsubj, potentiated, dobj]",16.0,0.0
5092,(aldosterone/sara),"[nsubj, induce, dobj, activity, nn]",22.0,0.0
5093,(ritonavir/cyp3a),"[dep, units, amod]",3.0,0.0
5094,(curcumin/mt1-mmp),"[nsubj, increased, dobj, levels, nn]",25.0,0.0
5095,(n-acetylcysteine/gclc),"[amod, isopropyidoneglucofruranose, nsubj, showed, prep_than, acceptors, amod]",19.0,0.0
5096,(trazodone/ov-1),"[amod, sodium, prep_of, effect, agent, reduced, prep_upon, relation, nn]",18.0,25.0
5097,(metformin/rps6),"[dep, acebutolol, appos]",13.0,102.0
5098,(curcumin/parp),"[dobj, regulates, nsubj]",23.0,0.0
5099,(estradiol-17beta/bcl-2),"[ccomp, inhibited, dobj]",23.0,0.0
5100,(simvastatin/ctgf),"[nsubjpass, reduced, agent]",26.0,0.0
5101,(dexamethasone/cyp4z1),"[nsubj, abrogated, dobj, effect, prep_of]",26.0,0.0
5102,(atra/cyclooxygenase-1),"[amod, a, prep_with, studies, nsubj, suggest, ccomp, substrates, nsubj, pumps, nn]",8.0,12.0
5103,(aldosterone/sar1),"[agent, altered, nsubjpass, levels, nn]",18.0,0.0
5104,(sulindac/cyp1a1),"[amod, cells, amod]",14.0,3.0
5105,(fk506/ikappabalpha),"[nsubj, suppressed, dobj, expression, prep_of]",14.0,78.0
5106,(teicoplanin/stap),"[prep_of, sulfation, dobj, catalyzes, nsubj]",2.0,0.0
5107,(cisplatin/fgf-2),"[amod, action, prep_in]",23.0,0.0
5108,(norepinephrine/ccl2),"[prep_with, treated, partmod, mice, amod]",10.0,0.0
5109,(genistein/erk5),"[appos, probe, nn]",20.0,0.0
5110,(genistein/erk2),"[partmod, treated, dobj]",14.0,0.0
5111,(rosiglitazone/apoa5),"[prep_to, confer, nsubj, mutations, nn]",18.0,22.0
5112,(curcumin/sulfotransferase),"[dep, targets, nsubj, reductase, appos]",9.0,0.0
5113,(albendazole/cyp3a4),"[prep_by, study, xcomp]",16.0,0.0
5114,(torcetrapib/apoa-i),"[amod, action, prep_on]",14.0,15.0
5115,(curcumin/par2),"[amod, transferase, appos]",20.0,78.0
5116,(il-2/hsp65),"[agent, blocked, nsubjpass, expression, nn]",4.0,0.0
5117,(tegaserod/cyp2c9),"[amod, activation, prep_of]",2.0,76.0
5118,(benzocaine/methemoglobin),"[nn, metabolism, nn]",26.0,110.0
5119,(neomycin/reticulum),"[prep_with, accumulated, nsubjpass, protein, appos]",22.0,42.0
5120,(clofibrate/inos),"[nn, sensitivity, dobj, improved, nsubj, inhibition, prep_of]",4.0,33.0
5121,(bortezomib/beta5t),"[prep_with, treated, partmod, mutations, amod]",20.0,42.0
5122,(tegaserod/cyp2c8),"[prep_of, effects, appos, inhibitor, nn]",23.0,97.0
5123,(risperidone/bpad),"[amod, administration, nsubj, increased, dobj]",0.0,11.0
5124,(melatonin/kisspeptin),"[dep, metabolized, prep_by]",23.0,54.0
5125,(il-2/hsp70),"[agent, released, nsubjpass]",18.0,46.0
5126,(haloperidol/calmodulin),"[amod, accumulation, nn]",0.0,46.0
5127,(thyrotropin/dheas),"[appos, levels, prep_of]",1.0,97.0
5128,(ethosuximide/sir2),"[prep_of, effects, dobj, abolished, prep_on]",8.0,108.0
5129,(doxorubicin/vegf),"[nn, perforin, appos]",8.0,97.0
5130,(exemestane/areg),"[nn, test, nn]",0.0,97.0
5131,(aldosterone/alpha-enac),"[dobj, received, prep_of, patients, prep_with, mutations, num]",13.0,0.0
5132,(promethazine/cyp2d6),"[nsubj, affect, prep, coupled, pcomp, to, pobj, influx, appos, receptors, num]",19.0,0.0
5133,(verapamil/glut1),"[prep_to, increased, nsubjpass, levels, prep_of, protein, amod]",2.0,22.0
5134,(prednisone/novp),"[dep, inhibitor, amod]",23.0,0.0
5135,(triamcinolone/mmp-9),"[nsubj, suppresses, dobj, transcription, amod]",23.0,0.0
5136,(cladribine/stat3),"[prep_after, increased, nsubj]",18.0,0.0
5137,(doxorubicin/dlts),"[nsubj, diminished, dobj, expression, amod]",14.0,0.0
5138,(curcumin/reticulum),"[nsubj, inhibit, dobj, activation, prep_of]",3.0,0.0
5139,(midazolam/ml-1),"[nsubj, binds, prep_to, receptor, appos]",18.0,0.0
5140,(dexamethasone/15-pgdh),"[prep_with, treatment, appos]",0.0,54.0
5141,(sulindac/stat3),"[xsubj, inhibit, dobj, formation, amod]",26.0,73.0
5142,(capsaicin/atf3),"[prep_of, administration, nsubj, blocked, dobj, effect, prep_of]",4.0,97.0
5143,(quinacrine/lhrh),"[appos, year, prep_from, children, prep_in, used, nsubjpass, inhibitors, amod]",15.0,0.0
5144,(metformin/ptp-1b),"[amod, interaction, prep_with]",2.0,0.0
5145,(sunitinib/flt3),"[xsubj, transported, agent]",15.0,0.0
5146,(estrone/hoat4),"[appos, factor, agent, induced, nsubjpass, expression, nn]",23.0,0.0
5147,(doxazosin/edrf),"[appos, inhibitors, amod]",18.0,47.0
5148,(estrone/hoat3),"[nn, a, prep_such_as, inhibitors, amod]",3.0,2.0
5149,(mercaptopurine/msh6),"[xsubj, activation, prep_of]",24.0,0.0
5150,(pentoxifylline/casa),"[nsubj, stimulated, dobj, activity, prep_of]",5.0,84.0
5151,(salbutamol/beta2),"[prep_by, suppression, nn]",0.0,98.0
5152,(carvedilol/connexin),"[nsubj, caused, dobj, translocation, prep_of]",0.0,98.0
5153,(ketamine/stat3),"[amod, treatment, nsubj, inhibited, dobj, expression, amod]",5.0,8.0
5154,(ifosfamide/g-csf),"[prep_of, addition, appos, inhibitor, prep_of]",26.0,41.0
5155,(nadh/enox2),"[amod, glucuronidation, prep_by]",27.0,10.0
5156,(gm-csf/raf-1),"[prep_on, investigated, dobj, effect, prep_of]",17.0,0.0
5157,(fenofibrate/cetp),"[nsubj, decreased, dobj, phosphorylation, prep_of]",27.0,79.0
5158,(imatinib/il-10),"[prep_of, effect, dobj, elucidate, prep_on]",10.0,0.0
5159,(gefitinib/erbb2),"[agent, affected, nsubjpass, mrna, nn]",7.0,0.0
5160,(mesalazine/caspase-3),"[dep, substrates, appos]",14.0,0.0
5161,(gefitinib/erbb3),"[prep_of, concentrations, prep_with, treated, partmod]",27.0,0.0
5162,(dexamethasone/nos-2),"[prep_on, hormone, appos]",4.0,102.0
5163,(imipramine/cck-4),"[nn, chain, amod]",14.0,0.0
5164,(carbachol/phospholipase),"[nsubj, targets, dobj, receptor, appos]",13.0,99.0
5165,(chloramphenicol/igfbp-1),"[prep_of, administration, nsubj, decreased, dobj, expression, prep_of]",23.0,0.0
5166,(fenofibrate/ampk),"[nsubj, induces, dobj, insertion, prep_of]",17.0,0.0
5167,(forskolin/crh-bp),"[nsubj, induced, dobj]",29.0,0.0
5168,(trastuzumab/top2a),"[appos, ii, appos]",23.0,0.0
5169,(forskolin/mucin),"[prep_by, complex, nn]",23.0,23.0
5170,(atra/rankl),"[nn, protein, nn]",18.0,0.0
5171,(selegiline/agas),"[nsubj, upregulated, dobj, expression, amod]",23.0,0.0
5172,(milnacipran/bdnf),"[nsubj, had, dobj, effect, prep_on, expression, nn]",29.0,71.0
5173,(saha/chk2),"[amod, resistance, rcmod, detected, nsubjpass, genes, num]",23.0,81.0
5174,(halothane/thik-1),"[prep_with, combinations, nsubj, induced, prep_in, level, prep_of, precursors, amod]",14.0,7.0
5175,(pge2/cx43),"[nn, levels, prep_above]",14.0,107.0
5176,(efalizumab/icam-1),"[nsubj, exerts, prepc_by, inhibiting, dobj, target, prep_of, rapamycin, appos]",18.0,43.0
5177,(carbamazepine/rlip76),"[nsubj, reduced, dobj, activity, nn]",18.0,0.0
5178,(oxytocin/aquaporin-2),"[prep_of, effects, dobj, evaluate, prep_on, expression, amod]",18.0,0.0
5179,(l-tryptophan/oxidoreductase),"[agent, stimulated, partmod, mrna, nn]",18.0,0.0
5180,(g-csf/mmp-9),"[amod, dehydrogenase, dep]",8.0,5.0
5181,(geldanamycin/nf-kappab),"[nn, analogs, prep_with]",20.0,117.0
5182,(l-dopa/vgat),"[amod, ziprasidone, amod, neuroleptics, amod, aripiprazole, dep, inhibitors, amod]",26.0,0.0
5183,(ketoconazole/gnrh),"[nsubj, induced, dobj, phosphorylation, amod]",23.0,0.0
5184,(furosemide/calcitonin),"[amod, antibodies, prep_against]",0.0,0.0
5185,(lidocaine/pars),"[csubj, inhibitors, prep_of]",18.0,0.0
5186,(creatine/insl6),"[amod, placental, amod]",2.0,54.0
5187,(phenylephrine/stat1),"[amod, csf, appos]",2.0,0.0
5188,(g-csf/mmp-2),"[prep_of, proteins, dep]",24.0,0.0
5189,(gm-csf/mmp-12),"[appos, inhibitor, appos, inhibitor, amod]",10.0,0.0
5190,(metformin/dlx5),"[prep_by, inhibited, nsubj, phosphorylation, nn]",18.0,0.0
5191,(berberine/ho-1),"[nsubj, affect, dobj, expression, nn]",18.0,18.0
5192,(paroxetine/sert),"[appos, inactivator, prep_of, administration, prep_of, effects, nsubjpass, assessed, advcl, given, xcomp, study, prep_on, expression, amod]",22.0,0.0
5193,(dhea/cyp3a4),"[amod, receptor, xsubj]",23.0,0.0
5194,(timolol/cyp2d6),"[amod, hydrochloride, appos, inhibitor, amod]",21.0,0.0
5195,(leflunomide/cd25),"[dobj, production, nn]",18.0,113.0
5196,(triamcinolone/mmp13),"[prep_of, effect, dobj, studied, prep_on, production, prep_of, cytokines, appos]",14.0,10.0
5197,(l-arg/nf-kappab),"[amod, test, dobj, using, partmod, activity, nn]",9.0,44.0
5198,(haloperidol/mao-b),"[appos, protein, appos]",21.0,105.0
