,druggene,row_indice
13475,"(analgesics,egfr)",6734
13476,"(camptothecin,upf1)",6735
13477,"(camptothecin,fancj)",6736
13478,"(tamoxifen,herg)",6737
13481,"(fk506,mct6)",6738
13482,"(ifosfamide,mum-1)",6739
13484,"(capsaicin,pc-3)",6740
13485,"(dexamethasone,cyp1b1)",6741
13486,"(simvastatin,tofa)",6742
13487,"(chloramphenicol,il-1)",6743
13488,"(lisinopril,iddm)",6744
13489,"(haloperidol,gdnf)",6745
13490,"(etoposide,filgrastim)",6746
13493,"(oxytocin,cd38)",6747
13494,"(hyaluronan,erbb2)",6748
13495,"(dhea,gnrh)",6749
13497,"(triiodothyronine,ucp2)",6750
13498,"(imatinib,c-fms)",6751
13499,"(diphenhydramine,ctni)",6752
13500,"(amitriptyline,butyrylcholinesterase)",6753
13502,"(ketoconazole,cyp3a4)",6754
13535,"(dexamethasone,inos)",6755
13563,"(imiquimod,g1p2)",6756
13564,"(tamoxifen,her2)",6757
13566,"(naproxen,nadph)",6758
13567,"(gm-csf,ikappabalpha)",6759
13568,"(paclitaxel,mekk3)",6760
13569,"(raloxifene,cyp2b6)",6761
13570,"(theophylline,hdac)",6762
13574,"(cyclophosphamide,adrenoleukodystrophy)",6763
13575,"(finasteride,igfbp-3)",6764
13576,"(memantine,hsp70)",6765
13577,"(arsenite,cyclooxygenase-2)",6766
13578,"(corticotrophin,beta-endorphin)",6767
13579,"(oseltamivir,icer)",6768
13580,"(clomipramine,herg)",6769
13586,"(ketamine,ho-1)",6770
13587,"(propranolol,met-enkephalin)",6771
13588,"(pemetrexed,dlts)",6772
13589,"(noradrenaline,visfatin)",6773
13590,"(calcipotriene,meds)",6774
13591,"(epirubicin,adam10)",6775
13592,"(amitriptyline,sert)",6776
13593,"(dexamethasone,inositol)",6777
13597,"(hydrocortisone,afgf)",6778
13598,"(famotidine,mucin)",6779
13599,"(oxaliplatin,cdc2)",6780
13600,"(dasatinib,craf)",6781
13601,"(imipenem,porin)",6782
13603,"(staurosporine,eaat4)",6783
13604,"(staurosporine,eaat3)",6784
13605,"(forskolin,cav3)",6785
13606,"(fk506,mmp-13)",6786
13607,"(bupropion,bcrp)",6787
13608,"(bromocriptine,glut1)",6788
13609,"(pge2,erralpha)",6789
13612,"(camptothecin,sphk1)",6790
13613,"(camptothecin,top1)",6791
13625,"(phenelzine,ap-2alpha)",6792
13626,"(streptokinase,phospholipase)",6793
13627,"(berberine,cyp1a1)",6794
13628,"(thyroxine,kallikrein)",6795
13629,"(g-csf,hif-1alpha)",6796
13630,"(olmesartan,cyp11b2)",6797
13631,"(docetaxel,nf-kappab)",6798
13636,"(corticosteroids,g-csf)",6799
13637,"(pge2,gpcr)",6800
13638,"(staurosporine,cdk4)",6801
13639,"(troglitazone,hmgb1)",6802
13642,"(staurosporine,cdk2)",6803
13644,"(carnitine,vlcad)",6804
13645,"(celiprolol,apoprotein)",6805
13646,"(fk506,smit)",6806
13647,"(staurosporine,p70s6k1)",6807
13648,"(galantamine,cadasil)",6808
13649,"(indomethacin,nag-1)",6809
13652,"(genistein,ykl-40)",6810
13653,"(paracetamol,bcl-xl)",6811
13654,"(lovastatin,beta-secretase)",6812
13655,"(n-acetyl-d-glucosamine,calcitonin)",6813
13656,"(indomethacin,il-1ra)",6814
13657,"(colchicine,leukotriene)",6815
13658,"(spermin,ckii)",6816
13659,"(gp120,ccl2)",6817
13660,"(nifedipine,npc1)",6818
13661,"(gp120,ccl5)",6819
13663,"(ornithine,orc1)",6820
13664,"(antimetabolites,ptdins-3-kinase)",6821
13665,"(etomidate,mc2r)",6822
13666,"(melatonin,mel1c)",6823
13669,"(hydroxocobalamin,cblc)",6824
13670,"(tolbutamide,gastrin)",6825
13672,"(ribavirin,lectin)",6826
13673,"(ampicillin,tebg)",6827
13674,"(chloramphenicol,epsilon-globin)",6828
13675,"(propofol,nadph)",6829
13676,"(flurbiprofen,icam-1)",6830
13677,"(glibenclamide,cgrp)",6831
13681,"(rituximab,cd52)",6832
13682,"(lorazepam,tspo)",6833
13684,"(estradiol,kgfr)",6834
13685,"(glucosamine,rps3)",6835
13686,"(gp120,ccr5)",6836
13699,"(gp120,ccr4)",6837
13700,"(olmesartan,slco1b1)",6838
13701,"(cisplatin,rad51b)",6839
13702,"(glucosamine,adamts5)",6840
13703,"(gp120,ccr6)",6841
13704,"(danazol,aromatase)",6842
13708,"(pyrilamine,fmlp)",6843
13709,"(g-csf,c-raf)",6844
13710,"(succinylcholine,butyrylcholinesterase)",6845
13711,"(chloroquine,gfap)",6846
13712,"(diphenhydramine,p300)",6847
13714,"(amlodipine,dhps)",6848
13715,"(thyrotropin,pars)",6849
13716,"(clomipramine,calmodulin)",6850
13717,"(azathioprine,cis-3)",6851
13718,"(l-dopa,mthfr)",6852
13719,"(adalimumab,etanercept)",6853
13735,"(rapamycin,fkbp51)",6854
13736,"(aminopterin,fpgs)",6855
13737,"(anticholinesterases,nachr)",6856
13738,"(rapamycin,trpm6)",6857
13740,"(promethazine,nadph)",6858
13741,"(ornithine,otase)",6859
13742,"(berberine,nag-1)",6860
13743,"(sulfaphenazole,cyp2c)",6861
13744,"(nifedipine,phospholipase)",6862
13745,"(rapamycin,frap)",6863
13753,"(urokinase,bcl-x)",6864
13754,"(indomethacin,endothelin-1)",6865
13758,"(haloperidol,eaat2)",6866
13759,"(dexamethasone,prl-r)",6867
13760,"(hexobarbital,demethylase)",6868
13761,"(staurosporine,igfbp-1)",6869
13762,"(creatine,il18bp)",6870
13763,"(tamoxifen,calmodulin)",6871
13775,"(enoxaparin,tfpi)",6872
13777,"(tetrahydrobiopterin,npra)",6873
13778,"(indomethacine,il-10)",6874
13779,"(losartan,sar1)",6875
13781,"(mitomycin,reca)",6876
13785,"(nitrendipine,glp-1)",6877
13786,"(il-2,mtor)",6878
13787,"(gm-csf,cpla2)",6879
13788,"(cimetidine,hccs)",6880
13789,"(lutein,il-10)",6881
13790,"(quinapril,kininogen)",6882
13791,"(indomethacin,indo)",6883
13805,"(cisplatin,ampk)",6884
13806,"(semaxanib,dlts)",6885
13807,"(penicillamine,catabolin)",6886
13808,"(cyclophosphamide,indo)",6887
13809,"(ximelagatran,cyp3a4)",6888
13810,"(rosiglitazone,inos)",6889
13811,"(il-2,il-2rb)",6890
13812,"(il-1ra,visfatin)",6891
13813,"(estradiol,pdc-e2)",6892
13814,"(clindamycin,cyp3a4)",6893
13815,"(estradiol,uteroglobin)",6894
13816,"(ticlopidine,cyp2b6)",6895
13817,"(dextromethorphan,cyp1a2)",6896
13818,"(dhea,cort)",6897
13819,"(nadh,nox-1)",6898
13821,"(estrone,sulfatase)",6899
13846,"(cilostazol,pac-1)",6900
13847,"(rapamycin,fkbp12)",6901
13864,"(nicardipine,glyrs)",6902
13865,"(sorafenib,eif4e)",6903
13866,"(triiodothyronine,m-mdh)",6904
13867,"(nitrendipine,bcrp)",6905
13868,"(dobutamine,ctni)",6906
13869,"(imiquimod,cox-2)",6907
13870,"(il-11,ifn-gamma)",6908
13872,"(arsenite,nfkappab)",6909
13873,"(imatinib,mdr1)",6910
13874,"(cyclophosphamide,endothelin-1)",6911
13875,"(prednisolone,copd)",6912
13879,"(ticlopidine,cyp2c9)",6913
13880,"(melatonin,factor-1)",6914
13882,"(nabumetone,5-lo)",6915
13883,"(isoproterenol,c-abl)",6916
13884,"(metoprolol,grk2)",6917
13885,"(pentoxifylline,perforin)",6918
13886,"(rituximab,cd27)",6919
13887,"(cilostazol,timp-1)",6920
13888,"(oxytocin,nk3r)",6921
13889,"(rapamycin,fkbp25)",6922
13892,"(methotrexate,fr-alpha)",6923
13893,"(nitroprusside,enos)",6924
13894,"(salmeterol,copd)",6925
13902,"(beta-estradiol,gal4)",6926
13903,"(guanethidine,met-enkephalin)",6927
13904,"(rituximab,cd30)",6928
13905,"(cisplatin,fkhrl1)",6929
13907,"(isoprenaline,ml-1)",6930
13908,"(rapamycin,fkbp38)",6931
13909,"(candesartan,gfat)",6932
13910,"(rituximab,cd16)",6933
13912,"(warfarin,sulfotransferase)",6934
13913,"(rituximab,cd19)",6935
13916,"(clofibrate,apoa1)",6936
13917,"(lmwh,vegf)",6937
13918,"(finasteride,aipc)",6938
13919,"(simvastatin,nf-kappab)",6939
13928,"(sorafenib,pi3k)",6940
13929,"(resveratrol,nf-kappab)",6941
13957,"(nitroprusside,igf-i)",6942
13958,"(g-csf,g-csf-r)",6943
13963,"(metronidazole,lactase)",6944
13964,"(rituximab,cd20)",6945
14039,"(halothane,nadph)",6946
14040,"(dhea,hif-1alpha)",6947
14042,"(riluzole,trek-1)",6948
14043,"(bleomycin,smad2)",6949
14044,"(cisplatin,her-2)",6950
14047,"(atorvastatin,cadasil)",6951
14048,"(ornithine,beta-glucuronidase)",6952
14049,"(norepinephrine,cgrp)",6953
14052,"(diethylstilbestrol,hoxa10)",6954
14053,"(tripelennamine,amph)",6955
14054,"(g-csf,il-17a)",6956
14056,"(colchicine,dtnb)",6957
14057,"(inulin,niddm)",6958
14058,"(beta-estradiol,fgf10)",6959
14059,"(dexamethasone,fabp4)",6960
14060,"(fk506,bcl-x)",6961
14061,"(clonidine,eaat3)",6962
14062,"(tigecycline,ef-tu)",6963
14063,"(clonidine,kininogen)",6964
14064,"(flutamide,aadac)",6965
14065,"(cyclophosphamide,inos)",6966
14066,"(clonidine,atriopeptin)",6967
14067,"(tnf-r2,tnfrsf1b)",6968
14068,"(dexamethasone,il-1ra)",6969
14073,"(sorafenib,fip1)",6970
14074,"(rapamycin,p150)",6971
14075,"(estradiol,cyp19)",6972
14079,"(arac,m-csf)",6973
14080,"(estradiol,faah)",6974
14081,"(melphalan,ifn-gamma)",6975
14082,"(calcitriol,pddr)",6976
14083,"(etoposide,galectin-3)",6977
14084,"(forskolin,pde4)",6978
14086,"(asparaginase,asp1)",6979
14087,"(aldosterone,p450aldo)",6980
14091,"(atra,csf-1)",6981
14092,"(il-2,dap10)",6982
14093,"(atra,p22phox)",6983
14094,"(docetaxel,sphk1)",6984
14095,"(alfacalcidol,calcitonin)",6985
14096,"(fk506,bcl-2)",6986
14099,"(warfarin,apoe)",6987
14100,"(cis-diamminedichloroplatinum,erbb-2)",6988
14101,"(daclizumab,etanercept)",6989
14102,"(cisplatin,flotillin-2)",6990
14104,"(levodopa,opca)",6991
14105,"(carteolol,ml-1)",6992
14106,"(procarbazine,novp)",6993
14107,"(l-valine,msud)",6994
14108,"(corticosteroids,dhfr)",6995
14109,"(camptothecin,nf-kappab)",6996
14110,"(oxytocin,alpha-msh)",6997
14112,"(azathioprine,timp)",6998
14113,"(isoproterenol,eef2)",6999
14114,"(pge2,alpha1)",7000
14115,"(bcnu,hsp70)",7001
14116,"(furosemide,bgt-1)",7002
14117,"(diclofenac,cyclooxygenase-1)",7003
14118,"(indomethacin,inositol)",7004
14119,"(diclofenac,cyclooxygenase-2)",7005
14124,"(suramin,gp120)",7006
14126,"(kanamycin,reca)",7007
14128,"(vasopressin,gtp-binding)",7008
14130,"(zoledronate,cdc25a)",7009
14131,"(memantine,cyp2b6)",7010
14133,"(diphenylhydantoin,calcitonin)",7011
14134,"(voriconazole,fmo1)",7012
14135,"(vildagliptin,glp-1)",7013
14138,"(aluminium,ml-1)",7014
14139,"(voriconazole,fmo5)",7015
14140,"(pge2,m-csf)",7016
14141,"(tacrolimus,cxcl1)",7017
14142,"(nefazodone,p-gp)",7018
14143,"(bepotastine,p-gp)",7019
14144,"(desipramine,sulfotransferase)",7020
14145,"(geldanamycin,hsf1)",7021
14146,"(albendazole,hif-1alpha)",7022
14147,"(memantine,cyp2c9)",7023
14148,"(chlorhexidine,ems1)",7024
14149,"(triflusal,gfap)",7025
14150,"(fluoxetine,cyp2d6)",7026
14168,"(fibrates,pai-1)",7027
14169,"(gemfibrozil,pi3k)",7028
14171,"(trifluoperazine,apob)",7029
14172,"(alendronate,trpv5)",7030
14173,"(hydrocortisone,il-1)",7031
14174,"(estradiol,p185)",7032
14176,"(zidovudine,ifn-alpha)",7033
14177,"(fenofibrate,pepck)",7034
14178,"(ciclosporin,p-gp)",7035
14179,"(indomethacin,inos)",7036
14181,"(verapamil,p-gp)",7037
14238,"(fludarabine,hif-1alpha)",7038
14239,"(cerivastatin,statin)",7039
14246,"(doxycycline,vegf)",7040
14247,"(imatinib,pdgfr-beta)",7041
14249,"(gestodene,shbg)",7042
14250,"(resveratrol,tgf-beta2)",7043
14251,"(simvastatin,tgf-beta2)",7044
14252,"(atra,nf-kappab)",7045
14254,"(pge2,ifn-gamma)",7046
14263,"(berberine,insr)",7047
14267,"(ndga,nrf2)",7048
14269,"(l-citrulline,calmodulin)",7049
14270,"(propranolol,beta2)",7050
14274,"(indomethacin,phospholipase)",7051
14286,"(naloxone,orl1)",7052
14287,"(mechlorethamine,cholinesterase)",7053
14288,"(anti-il-2,cd25)",7054
14292,"(naproxen,phacs)",7055
14293,"(theophylline,rhoa)",7056
14294,"(vinorelbine,cyp3a4)",7057
14296,"(cefoperazone,ml-1)",7058
14297,"(lapatinib,grb7)",7059
14298,"(anti-il-2,cd30)",7060
14299,"(estradiol,stc2)",7061
14300,"(imatinib,gfi1b)",7062
14301,"(budesonide,cgrp)",7063
14304,"(zd1839,her1)",7064
14305,"(ara-c,m-csf)",7065
14306,"(geldanamycin,hsp90)",7066
14384,"(piroxicam,ap-1)",7067
14385,"(dexamethasone,nephrin)",7068
14386,"(kanamycin,copa)",7069
14387,"(atorvastatin,cd38)",7070
14388,"(atorvastatin,cd36)",7071
14389,"(arsenite,yap1)",7072
14390,"(ribavirin,ifn-beta)",7073
14391,"(prostacyclin,cox-1)",7074
14392,"(prostacyclin,cox-2)",7075
14401,"(diphenhydramine,cyp2d6)",7076
14405,"(staurosporine,pak2)",7077
14406,"(staurosporine,pc-3)",7078
14407,"(rapamycin,pdgfr)",7079
14408,"(tetrahydrobiopterin,inos)",7080
14411,"(vinblastine,mdr3)",7081
14412,"(capsaicin,ppargamma)",7082
14414,"(warfarin,cox-2)",7083
14415,"(vinblastine,mdr1)",7084
14420,"(glyburide,cyp2c9)",7085
14422,"(troglitazone,syncytin-1)",7086
14423,"(fluoxetine,5-ht1b)",7087
14424,"(fluoxetine,5-ht1a)",7088
14426,"(dexamethazone,ccl19)",7089
14427,"(atorvastatin,cd68)",7090
14428,"(dexamethasone,abcg2)",7091
14429,"(curcumin,e-cadherin)",7092
14430,"(genistein,ifn-gamma)",7093
14432,"(bicalutamide,beta4)",7094
14433,"(nitrendipine,reticulum)",7095
14434,"(melphalan,tnfr1)",7096
14435,"(spironolactone,nhe3)",7097
14437,"(corticotropin,crh-bp)",7098
14438,"(vorinostat,ku70)",7099
14439,"(tamoxifen,vegf-a)",7100
14440,"(estradiol,pten)",7101
14442,"(vardenafil,pde5)",7102
14462,"(atorvastatin,cd59)",7103
14463,"(vardenafil,pde4)",7104
14464,"(lansoprazole,ho-1)",7105
14468,"(chloroquine,cyp2c19)",7106
14469,"(simvastatin,runx2)",7107
14470,"(vasopressin,ibat)",7108
14471,"(il-2,nf-kappab)",7109
14475,"(flutamide,lhrh)",7110
14477,"(forskolin,ets-2)",7111
14478,"(l-menthol,agas)",7112
14479,"(dantrolene,nt-3)",7113
14480,"(resveratrol,runx2)",7114
14481,"(bivalirudin,par4)",7115
14482,"(dexamethasone,lactase)",7116
14485,"(tamoxifen,heparanase)",7117
14486,"(gm-csf,ccr1)",7118
14488,"(citalopram,cyp2c19)",7119
14489,"(atorvastatin,pcsk9)",7120
14493,"(roflumilast,nf-kappab)",7121
14494,"(sti-571,pdgfr-beta)",7122
14495,"(fenofibrate,ldlr)",7123
14502,"(staurosporine,icam-1)",7124
14504,"(noradrenaline,maoa)",7125
14505,"(tolbutamide,cyp3a)",7126
14506,"(n-acetylcysteine,raf-1)",7127
14507,"(lovastatin,oxidoreductase)",7128
14508,"(paclitaxel,poh1)",7129
14509,"(thyrotropin,igf-i)",7130
14510,"(pge2,gstm2-2)",7131
14511,"(trifluoperazine,enos)",7132
14512,"(dexamethasone,bcl-xl)",7133
14514,"(hyaluronan,tsp1)",7134
14515,"(ketorolac,atf4)",7135
14516,"(fluvastatin,caspase-1)",7136
14518,"(hyaluronan,ml-1)",7137
14519,"(gm-csf,beta-actin)",7138
14520,"(darunavir,cyp3a)",7139
14521,"(phenobarbitone,paraoxonase)",7140
14522,"(fenofibrate,glut4)",7141
14523,"(degarelix,lhrh)",7142
14525,"(betaine,ccl4)",7143
14526,"(pge2,egr-1)",7144
14528,"(benoxinate,pseudocholinesterase)",7145
14529,"(carotenoid,mucin)",7146
14530,"(fluvastatin,p-gp)",7147
14531,"(paclitaxel,dlts)",7148
14532,"(trastuzumab,erbb)",7149
14533,"(dhea,glut-1)",7150
14534,"(taurine,map-2)",7151
14535,"(octreotide,vegf)",7152
14539,"(geldanamycin,hsp70)",7153
14540,"(corticosteroids,pprom)",7154
14542,"(paclitaxel,vegf)",7155
14546,"(rofecoxib,mmp-9)",7156
14547,"(fluoxetine,nfkappab)",7157
14548,"(propranolol,acat)",7158
14549,"(il-2,csf-1)",7159
14551,"(losartan,cyp3a4)",7160
14552,"(rofecoxib,mmp-2)",7161
14553,"(dexamethasone,trip-1)",7162
14554,"(succinylcholine,nachr)",7163
14557,"(etoposide,e1af)",7164
14558,"(naringenin,ppargamma)",7165
14559,"(octreotide,calcitonin)",7166
14561,"(rapamycin,pten)",7167
14566,"(phenoxybenzamine,5-ht2a)",7168
14567,"(olanzapine,nrg1)",7169
14568,"(simvastatin,mtor)",7170
14569,"(tolbutamide,cyp2c)",7171
14574,"(succinyldicholine,cholinesterase)",7172
14575,"(imatinib,bag1)",7173
14576,"(cisplatin,caspase-9)",7174
14581,"(urokinase,serpinb2)",7175
14582,"(cisplatin,caspase-8)",7176
14587,"(flunisolide,ap-1)",7177
14588,"(resveratrol,mtor)",7178
14590,"(nadh,sir2)",7179
14591,"(dexamethasone,b7-1)",7180
14592,"(mannitol,cacl)",7181
14593,"(alendronate,mmp-9)",7182
14595,"(flurbiprofen,cox-1)",7183
14598,"(estradiol,beta-induced)",7184
14599,"(celecoxib,mrp1)",7185
14600,"(staurosporine,parp)",7186
14601,"(plx4032,foxd3)",7187
14602,"(rolipram,5-lipoxygenase)",7188
14603,"(flurbiprofen,cox-2)",7189
14605,"(cyclosporin,rapa)",7190
14606,"(azathioprine,etanercept)",7191
14608,"(alendronate,mmp-2)",7192
14613,"(valganciclovir,pept1)",7193
14615,"(amantidine,neuraminidase)",7194
14616,"(cisplatin,caspase-3)",7195
14631,"(atorvastatin,oatp1b1)",7196
14633,"(cisplatin,caspase-2)",7197
14634,"(thyroxine,nadph)",7198
14635,"(zoledronate,cd44)",7199
14636,"(norepinephrine,rhoa)",7200
14637,"(hemin,apoprotein)",7201
14639,"(arsenite,hsp27)",7202
14640,"(quinacrine,cyp2e1)",7203
14642,"(ketoconazole,cyp51)",7204
14644,"(aliskiren,cyp3a4)",7205
14645,"(pindolol,5ht1a)",7206
14647,"(clofibrate,pparalpha)",7207
14656,"(captopril,pai-1)",7208
14657,"(troglitazone,endothelin-1)",7209
14658,"(desferrioxamine,hif-1alpha)",7210
14659,"(estradiol,hepcidin)",7211
14660,"(g-csf,fmlp)",7212
14661,"(ketoconazole,cyp3a)",7213
14678,"(fluvastatin,pai-1)",7214
14679,"(l-tryptophan,nk-1)",7215
14680,"(il-2,sgk1)",7216
14681,"(rapamycin,stp1)",7217
14682,"(n-acetylcysteine,vkor)",7218
14683,"(bleomycin,gm-csf)",7219
14684,"(chloroquine,socs)",7220
14685,"(spermine,porin)",7221
14686,"(geldanamycin,erbb3)",7222
14687,"(geldanamycin,erbb2)",7223
14691,"(vincristine,mum-1)",7224
14693,"(doxorubicinol,reticulum)",7225
14694,"(metformin,hoct1)",7226
14695,"(chlorpromazine,apoa-i)",7227
14696,"(nilotinib,ugt1a1)",7228
14697,"(ciprofloxacin,caspase-3)",7229
14698,"(estrone,p-gp)",7230
14699,"(sevoflurane,lfa-1)",7231
14702,"(dextromethorphan,nr2a)",7232
14703,"(estradiol,mmp-9)",7233
14705,"(memantine,nfkappab)",7234
14706,"(citrulline,inos)",7235
14710,"(estradiol,mmp-2)",7236
14712,"(thyroxine,leu-enkephalin)",7237
14713,"(benazepril,endothelin-1)",7238
14714,"(norepinephrine,mcfp)",7239
14715,"(protamine,atiii)",7240
14716,"(spironolactone,apoe)",7241
14717,"(antiepileptics,cyp2c19)",7242
14718,"(troglitazone,cyp1a1)",7243
14722,"(warfarin,hips)",7244
14723,"(guanidine,tiam1)",7245
14724,"(cisplatin,p-gp)",7246
14726,"(doxorubicin,raf-1)",7247
14727,"(colchicine,fmlp)",7248
14728,"(genistein,mkp-1)",7249
14729,"(gm-csf,ccl20)",7250
14730,"(ketoconazole,cyp24)",7251
14731,"(indomethacin,pghs-1)",7252
14733,"(venlafaxine,sert)",7253
14734,"(l-thyroxine,calmodulin)",7254
14735,"(methylphenidate,bdnf)",7255
14736,"(ketoconazole,cyp17)",7256
14739,"(curcumin,her2)",7257
14740,"(prednisolone,filgrastim)",7258
14741,"(gm-csf,vegf)",7259
14746,"(hydroxyurea,5-lo)",7260
14747,"(cisplatin,fus1)",7261
14748,"(azacitidine,foxo3a)",7262
14749,"(amiloride,caspase-3)",7263
14750,"(fluoxetine,5-ht2a)",7264
14751,"(meperidine,demethylase)",7265
14752,"(fluoxetine,5-ht2b)",7266
14753,"(nifedipine,cyp1b1)",7267
14755,"(fluoxetine,5-ht2c)",7268
14756,"(fibrates,cetp)",7269
14757,"(fluoxetine,galpha)",7270
14758,"(olsalazine,tpmt)",7271
14759,"(cytarabine,chk1)",7272
14761,"(losartan,smad7)",7273
14762,"(nifedipine,inositol)",7274
14764,"(pioglitazone,pparg)",7275
14765,"(riluzole,inap)",7276
14768,"(torasemide,reticulum)",7277
14769,"(indomethacin,nr2b)",7278
14770,"(cabergoline,igf-i)",7279
14772,"(beta-estradiol,wnt1)",7280
14773,"(zoledronate,cd27)",7281
14774,"(estradiol,mmp13)",7282
14775,"(il-2,toso)",7283
14776,"(rapamycin,mmp-9)",7284
14778,"(bortezomib,ifn-gamma)",7285
14779,"(curcumin,herg)",7286
14781,"(pilocarpine,ghrh)",7287
14782,"(riluzole,cyp1a2)",7288
14783,"(colchicine,cytb)",7289
14784,"(phenytoin,nf-kappab)",7290
14785,"(camptothecin,brca1)",7291
14786,"(octreotide,erk-2)",7292
14787,"(mitomycin,fancd2)",7293
14789,"(rivastigmine,cholinesterase)",7294
14814,"(menadione,enos)",7295
14815,"(cisplatin,ib-1)",7296
14816,"(gm-csf,syndecan-2)",7297
14817,"(vasopressin,nk3r)",7298
14818,"(cyclophosphamide,p2x3)",7299
14819,"(noscapine,nf-kappab)",7300
14820,"(hydrocortisone,vegf-c)",7301
14821,"(papaverine,pde10a)",7302
14823,"(galantamine,cholinesterase)",7303
14843,"(isoflurane,ho-1)",7304
14847,"(daunorubicin,cyp3a5)",7305
14849,"(guanidine,oct2)",7306
14850,"(forskolin,ampk)",7307
14853,"(goserelin,lhrh)",7308
14862,"(rapamycin,tip41)",7309
14863,"(tramadol,cyp2b6)",7310
14864,"(creatine,clcr)",7311
14865,"(rosuvastatin,oatp2b1)",7312
14866,"(sulfamethazine,nat-2)",7313
14867,"(bimatoprost,mrp5)",7314
14868,"(isoproterenol,bfgf)",7315
14869,"(genistein,erralpha)",7316
14870,"(tranilast,eotaxin-1)",7317
14872,"(isoproterenol,cgrp)",7318
14875,"(chloroquine,cd54)",7319
14876,"(ndga,leukotriene)",7320
14878,"(lidocaine,pp125fak)",7321
14879,"(liraglutide,glp-1)",7322
14902,"(il-1ra,resistin)",7323
14903,"(temsirolimus,mtor)",7324
14929,"(rizatriptan,5-ht1b)",7325
14933,"(azathioprin,sasp)",7326
14934,"(rizatriptan,5-ht1d)",7327
14935,"(carbamazepine,mrp2)",7328
14936,"(atrasentan,vegf)",7329
14937,"(theobromine,vegf)",7330
14938,"(zafirlukast,leukotriene)",7331
14956,"(elacridar,p-gp)",7332
14960,"(dexamethasone,trek-1)",7333
14961,"(cyclosporin,bsep)",7334
14962,"(estradiol,aromatase)",7335
14987,"(indomethacin,abcc1)",7336
14989,"(ketorolac,peri)",7337
14990,"(5-asa,cox-2)",7338
14991,"(flunarizine,gclm)",7339
14992,"(bevacizumab,pars)",7340
14995,"(terbutaline,beta2ar)",7341
14996,"(aldosterone,ace2)",7342
15000,"(chlorotrianisene,tace)",7343
15001,"(allopregnanolone,gnrh)",7344
15003,"(chloramphenicol,pedf)",7345
15004,"(sr141716,pi3k)",7346
15005,"(fentanyl,p-gp)",7347
15010,"(nadh,alpha-synuclein)",7348
15011,"(flunarizine,gclc)",7349
15012,"(rapamycin,bp-1)",7350
15013,"(clofibrate,dhapat)",7351
15014,"(estradiol,proopiomelanocortin)",7352
15015,"(doxycycline,muc5b)",7353
15017,"(lovastatin,napa)",7354
15018,"(staurosporine,mcl-1)",7355
15019,"(ramipril,cx43)",7356
15020,"(icil-1ra,nf-kappab)",7357
15021,"(losartan,mmp-2)",7358
15023,"(l-glutamine,edrf)",7359
15025,"(oltipraz,ugt1a6)",7360
15026,"(forskolin,cdc42)",7361
15027,"(il-1ra,ifn-beta)",7362
15028,"(voriconazole,copd)",7363
15029,"(dhea,crisp-3)",7364
15030,"(genistein,hif-1)",7365
15031,"(cisplatin,nm23-h1)",7366
15032,"(chloroquine,ank3)",7367
15033,"(mifepristone,inos)",7368
15034,"(meth,ho-1)",7369
15036,"(corticosteroids,bcl-2)",7370
15037,"(diclofenac,cyp2c9)",7371
15046,"(capsaicin,igf-i)",7372
15048,"(carvedilol,inos)",7373
15049,"(arsenite,hsp72)",7374
15052,"(tacrolimus,nf-kappab)",7375
15054,"(methylprednisolone,beta-endorphin)",7376
15055,"(gp120,cxcl12)",7377
15056,"(curcumin,il-1)",7378
15059,"(cisplatin,trail-r1)",7379
15060,"(cisplatin,trail-r2)",7380
15061,"(curcumin,chk1)",7381
15062,"(capsaicin,glp-1)",7382
15064,"(hyaluronidase,phospholipase)",7383
15068,"(fluvastatin,tsp-1)",7384
15069,"(capsaicin,enos)",7385
15071,"(troglitazone,nag-1)",7386
15072,"(guanidine,lectin)",7387
15073,"(prostacyclin,ppargamma)",7388
15074,"(candesartan,cd40)",7389
15075,"(erlotinib,bcl-2)",7390
15076,"(dexamethasone,l-fabp)",7391
15077,"(abatacept,etanercept)",7392
15078,"(mitomycin,survivin)",7393
15079,"(arsenite,hsp70)",7394
15082,"(capsaicin,cox-2)",7395
