,path,column_indice
29081,"[nsubj, inhibitor, prep_of]",3880
8914,"[nsubj, inhibitor, prep_of]",3880
16286,"[nsubj, inhibitor, prep_of]",3880
22700,"[nsubj, inhibitor, prep_of]",3880
20879,"[nsubj, inhibitor, prep_of]",3880
17338,"[nsubj, inhibitor, prep_of]",3880
21366,"[nsubj, inhibitor, prep_of]",3880
3259,"[nsubj, inhibitor, prep_of]",3880
8043,"[nsubj, inhibitor, prep_of]",3880
15336,"[nsubj, inhibitor, prep_of]",3880
14821,"[nsubj, inhibitor, prep_of]",3880
22564,"[nsubj, inhibitor, prep_of]",3880
27378,"[nsubj, inhibitor, prep_of]",3880
17313,"[nsubj, inhibitor, prep_of]",3880
9678,"[nsubj, inhibitor, prep_of]",3880
17356,"[nsubj, inhibitor, prep_of]",3880
3558,"[nsubj, inhibitor, prep_of]",3880
4809,"[nsubj, inhibitor, prep_of]",3880
20924,"[nsubj, inhibitor, prep_of]",3880
27530,"[nsubj, inhibitor, prep_of]",3880
12683,"[nsubj, inhibitor, prep_of]",3880
10276,"[nsubj, inhibitor, prep_of]",3880
24579,"[nsubj, inhibitor, prep_of]",3880
22298,"[nsubj, inhibitor, prep_of]",3880
11591,"[nsubj, inhibitor, prep_of]",3880
15275,"[nsubj, inhibited, dobj, activity, appos]",3881
18343,"[nsubj, inhibited, dobj, activity, appos]",3881
23127,"[nsubj, inhibited, dobj, activity, appos]",3881
15870,"[nsubj, inhibited, dobj, activity, appos]",3881
5797,"[amod, treatment, nn]",3882
28643,"[prep_with, function, amod]",3883
9571,"[amod, stimuli, prep_under, modulated, advcl, modulated, agent]",3890
22097,"[amod, stimuli, prep_under, modulated, advcl, modulated, agent]",3890
26236,"[nn, treatment, nsubj, reduced, dobj, expression, nn]",3891
26336,"[nn, treatment, nsubj, reduced, dobj, expression, nn]",3891
10002,"[nn, treatment, nsubj, reduced, dobj, expression, nn]",3891
10521,"[nsubj, allows, dobj, activity, nn]",3894
175,"[nsubj, allows, dobj, activity, nn]",3894
26678,"[prep_of, disposition, prep_in]",3895
3166,"[nsubj, affects, dobj, expression, amod]",3896
5655,"[xsubj, inhibit, dobj, release, amod]",3897
4486,"[xsubj, inhibit, dobj, release, amod]",3897
25272,"[amod, dose, dobj, receiving, partmod, groups, nsubj, had, parataxis, showed, nsubj, groups, partmod, receiving, dobj, thiomalate, appos]",3898
16449,"[amod, dose, dobj, receiving, partmod, groups, nsubj, had, parataxis, showed, nsubj, groups, partmod, receiving, dobj, thiomalate, appos]",3898
27137,"[prep_of, administration, nsubj, resulted, prep_in, levels, amod]",3899
2499,"[prep_of, administration, nsubj, resulted, prep_in, levels, amod]",3899
275,"[nn, therapy, prep_for]",3901
15861,"[xsubj, inhibitors, prep_of]",3902
20987,"[xsubj, inhibitors, prep_of]",3902
26823,"[prep_of, target, dep]",3904
17026,"[prep_of, target, dep]",3904
26238,"[prep_of, target, dep]",3904
2507,"[prep_of, target, dep]",3904
6515,"[nsubj, inhibitor, prep_of, factor, appos]",3906
14105,"[prep_of, cmax, appos]",3913
18425,"[prep_of, cmax, appos]",3913
18088,"[amod, concentrations, nsubj]",3914
26322,"[amod, concentrations, nsubj]",3914
7389,"[prep_in, prevention, prep_of]",3916
12641,"[prep_in, prevention, prep_of]",3916
4349,"[prep_in, prevention, prep_of]",3916
15862,"[nn, neurotoxin, appos]",3917
11442,"[xsubj, inhibit, dobj, production, nn]",3918
16291,"[nsubj, inhibited, dobj, induction, prep_of]",3921
6258,"[nsubj, inhibited, dobj, induction, prep_of]",3921
27880,"[nsubj, inhibited, dobj, induction, prep_of]",3921
7449,"[nsubj, inhibited, dobj, induction, prep_of]",3921
4399,"[nsubj, inhibited, dobj, induction, prep_of]",3921
22992,"[nsubj, inhibitor, prep_by]",3924
29018,"[nsubj, inhibitor, prep_by]",3924
22086,"[prep_with, conjugated, nsubjpass]",3926
7855,"[prep_with, conjugated, nsubjpass]",3926
22094,"[nn, group, prep_in, decreased, nsubjpass, expressions, prep_of]",3928
14736,"[prep_including, inhibitors, nn]",3929
24361,"[prep_including, inhibitors, nn]",3929
28901,"[nn, hormone, dep]",3932
7737,"[nn, hormone, dep]",3932
10766,"[nn, hormone, dep]",3932
20339,"[nn, acetyltransferase, nn]",3934
6870,"[nn, acetyltransferase, nn]",3934
10795,"[nn, production, dobj, increased, nsubj]",3935
23369,"[nn, production, dobj, increased, nsubj]",3935
13484,"[nsubj, inhibited, dobj, growth, prep_of]",3936
17861,"[nsubj, inhibited, dobj, growth, prep_of]",3936
17126,"[nsubj, did, advcl, increased, dobj, concentration, prep_of]",3938
2254,"[nsubj, did, advcl, increased, dobj, concentration, prep_of]",3938
25791,"[xsubj, signaling, nn]",3939
26135,"[nsubj, showed, prep_by, downregulation, prep_of]",3941
14083,"[amod, suppression, prep_of, cycle, amod]",3944
28839,"[amod, suppression, prep_of, cycle, amod]",3944
24580,"[agent, caused, partmod, expression, nn]",3945
6006,"[dep, synthetase, appos]",3946
21804,"[prep_with, treated, partmod, cells, nn]",3947
22764,"[prep_with, treated, partmod, cells, nn]",3947
14406,"[prep_with, treated, partmod, cells, nn]",3947
6050,"[prep_with, treated, partmod, cells, nn]",3947
11858,"[prep_with, treated, partmod, cells, nn]",3947
13274,"[prep_with, treated, partmod, cells, nn]",3947
5859,"[prep_with, treated, partmod, cells, nn]",3947
18529,"[nsubj, inhibitor, prep_of, activation, amod]",3948
25500,"[nsubj, attenuated, dep, formation, amod]",3949
2712,"[prep_with, treated, partmod, levels, amod]",3950
10725,"[prep_with, treated, partmod, levels, amod]",3950
12781,"[prep_by, accumulation, nn]",3951
18101,"[npadvmod, markedly, advmod, reduced, dobj]",3952
7076,"[npadvmod, markedly, advmod, reduced, dobj]",3952
21487,"[nsubj, restored, dobj, levels, nn]",3953
17439,"[nsubj, restored, dobj, levels, nn]",3953
19352,"[nsubj, restored, dobj, levels, nn]",3953
20995,"[agent, influenced, nsubjpass]",3954
12853,"[agent, influenced, nsubjpass]",3954
18424,"[agent, influenced, nsubjpass]",3954
23624,"[amod, acetate, dep]",3957
13788,"[prep_of, effects, dobj, studied, prep_on]",3958
28026,"[prep_of, effects, dobj, studied, prep_on]",3958
2110,"[prep_of, effects, dobj, studied, prep_on]",3958
25623,"[prep_of, effects, dobj, studied, prep_on]",3958
23336,"[prep_of, effects, dobj, studied, prep_on]",3958
25293,"[nsubj, inhibits, dobj, phosphorylation, prep_of]",3959
21748,"[nsubj, inhibits, dobj, phosphorylation, prep_of]",3959
12930,"[nsubj, inhibits, dobj, phosphorylation, prep_of]",3959
17873,"[nsubj, has, dobj, pathways, partmod, forming, agent]",3960
19442,"[nsubj, has, dobj, pathways, partmod, forming, agent]",3960
23153,"[amod, treatment, nsubj, caused, prep_in, mrna, nn]",3961
20320,"[agent, antagonized, nsubjpass, effects, prep_of]",3962
4813,"[nn, induction, prep_of]",3963
3596,"[nn, induction, prep_of]",3963
20591,"[nn, induction, prep_of]",3963
12459,"[nn, induction, prep_of]",3963
18396,"[dep, vasopressin, dep]",3965
464,"[nsubj, regulate, dobj]",3966
12657,"[nsubj, regulate, dobj]",3966
19716,"[nsubj, regulate, dobj]",3966
3821,"[prep_unlike, had, nsubj]",3967
15503,"[nsubj, blocks, dobj, activation, nn]",3968
10923,"[nsubj, blocks, dobj, activation, nn]",3968
16992,"[amod, absence, prep_of]",3969
4968,"[amod, absence, prep_of]",3969
14053,"[nsubj, substituted, prep_for]",3971
23126,"[nsubj, substituted, prep_for]",3971
10734,"[nsubj, substituted, prep_for]",3971
4822,"[agent, observed, nsubjpass, potent, prep_of, inhibition, prep_of]",3972
2599,"[agent, observed, nsubjpass, potent, prep_of, inhibition, prep_of]",3972
3477,"[xsubj, stimulate, dobj, expression, prep_of]",3973
12337,"[amod, treatment, nsubj, enhanced, dobj, expression, prep_of]",3975
27580,"[amod, treatment, nsubj, enhanced, dobj, expression, prep_of]",3975
13019,"[nsubj, prevented, dobj, effects, prep_of]",3976
4080,"[rcmod, transported, agent]",3977
23888,"[nsubj, inhibited, prepc_by, inducing, dobj, dissociation, prep_of, complex, amod]",3978
10490,"[nsubj, inhibited, dobj, synthesis, nn]",3979
3186,"[nsubj, inhibited, dobj, synthesis, nn]",3979
17733,"[nsubj, inhibited, dobj, synthesis, nn]",3979
21192,"[nn, activities, nn]",3980
13016,"[dobj, inhibitor, nn]",3984
19053,"[prep_of, effects, dep]",3986
15103,"[prep_of, effects, dep]",3986
16983,"[nsubj, induced, prep_in, mrna, nn]",3987
16942,"[nsubj, induced, prep_in, mrna, nn]",3987
28475,"[prep_to, sensitized, nsubj, depletion, nn]",3988
3548,"[prep_to, sensitized, nsubj, depletion, nn]",3988
3258,"[prep_by, blocked, nsubj]",3989
23948,"[nsubj, recovered, dobj, expression, prep_of]",3990
21122,"[prep_in, cells, appos]",3991
7752,"[prep_on, c, amod]",3992
12015,"[nsubj, reduced, dobj, activation, amod]",3993
24290,"[nsubj, reduced, dobj, activation, amod]",3993
5288,"[nsubj, reduced, dobj, activation, amod]",3993
18280,"[nsubj, reduced, dobj, activation, amod]",3993
26428,"[nsubj, reduced, dobj, activation, amod]",3993
25524,"[prep_with, treatment, prep_during]",3995
29421,"[prep_to, mediates, nsubj]",4000
15247,"[prep_to, mediates, nsubj]",4000
4511,"[nn, treatment, prep_by, resulted, prep_in, activity, nn]",4005
4514,"[nn, treatment, prep_by, resulted, prep_in, activity, nn]",4005
16530,"[amod, treatment, nsubj, caused, prep_in, levels, amod]",4006
23392,"[prep_by, regulation, amod]",4007
5060,"[prep_by, regulation, amod]",4007
15713,"[prep_by, regulation, amod]",4007
3196,"[prep_with, treated, partmod, tissue, prep_from, developed, nsubjpass, model, amod]",4008
5558,"[prep_with, treated, partmod, tissue, prep_from, developed, nsubjpass, model, amod]",4008
5570,"[nsubj, equivalent, prep_to]",4009
19051,"[prep_with, treatment, nsubj, reduces, iobj]",4010
20376,"[prep_with, treatment, nsubj, reduces, iobj]",4010
5021,"[prep, given, pcomp, with, pobj]",4011
28494,"[nsubj, had, advcl, increased, dobj, levels, amod]",4012
2888,"[nsubj, induces, dobj, synthesis, amod]",4015
28246,"[agent, suppressed, nsubjpass, upregulation, prep_of]",4016
6125,"[agent, inhibited, nsubjpass, expression, nn]",4017
10756,"[agent, inhibited, nsubjpass, expression, nn]",4017
24171,"[agent, inhibited, nsubjpass, expression, nn]",4017
9408,"[agent, induced, nsubjpass, production, nn]",4018
5638,"[nn, treatment, nsubj, induced, dobj, expression, prep_of]",4020
4046,"[nn, treatment, nsubj, induced, dobj, expression, prep_of]",4020
9526,"[nn, a, nsubj, reduced, dobj, activity, amod]",4022
2566,"[nn, a, nsubj, reduced, dobj, activity, amod]",4022
15105,"[nsubj, enhanced, dobj, expression, amod]",4025
19263,"[nsubj, enhanced, dobj, expression, amod]",4025
2624,"[nsubj, enhanced, dobj, expression, amod]",4025
12150,"[nsubj, enhanced, dobj, expression, amod]",4025
2879,"[nsubj, enhanced, dobj, expression, amod]",4025
28423,"[nsubj, enhanced, dobj, expression, amod]",4025
8236,"[nsubj, enhanced, dobj, expression, amod]",4025
8217,"[nsubj, enhanced, dobj, expression, amod]",4025
5730,"[nsubj, enhanced, dobj, expression, amod]",4025
11572,"[nsubj, enhanced, dobj, expression, amod]",4025
16752,"[nsubj, enhanced, dobj, expression, amod]",4025
18444,"[nsubj, enhanced, dobj, expression, amod]",4025
2910,"[nsubj, enhanced, dobj, expression, amod]",4025
17662,"[nsubj, decreased, dobj, expression, prep_of, mrna, nn]",4027
22405,"[nsubj, decreased, dobj, expression, prep_of, mrna, nn]",4027
21469,"[amod, receptors, nsubj]",4028
24885,"[amod, receptors, nsubj]",4028
9753,"[agent, inhibited, nsubjpass, activity, amod]",4029
10859,"[agent, inhibited, nsubjpass, activity, amod]",4029
23490,"[agent, inhibited, nsubjpass, activity, amod]",4029
21078,"[appos, activator, nn]",4031
19290,"[appos, activator, nn]",4031
6507,"[prep_with, treated, partmod, rats, nsubj, showed, dobj, levels, prep_of]",4032
16141,"[prep_with, treated, partmod, rats, nsubj, showed, dobj, levels, prep_of]",4032
26061,"[prep_with, treated, partmod, levels, nn]",4034
22591,"[appos, dehydroepiandrosterone, appos]",4036
5934,"[appos, dehydroepiandrosterone, appos]",4036
18777,"[xcomp, compared, partmod]",4037
28035,"[xcomp, compared, partmod]",4037
5849,"[nn, treatment, agent, reduced, nsubjpass, expression, amod]",4038
14118,"[nn, accumulation, amod]",4039
25739,"[nn, accumulation, amod]",4039
2920,"[prep_of, clearances, appos]",4040
8552,"[dep, compounds, prep_of, treatment, prep_to, sensitive, nsubj, cells, nn]",4041
19839,"[dep, compounds, prep_of, treatment, prep_to, sensitive, nsubj, cells, nn]",4041
20296,"[prep_of, analysis, prep_for, described, nsubjpass, method, amod]",4042
24961,"[prep_of, analysis, prep_for, described, nsubjpass, method, amod]",4042
7648,"[nsubj, affect, dobj, production, amod]",4044
22127,"[nsubj, affect, dobj, production, amod]",4044
26032,"[nsubj, disrupted, dobj, interaction, prep_of]",4045
232,"[nn, a, nsubj, modulates, dobj]",4046
24190,"[xsubj, loss, prep_of, expression, amod]",4047
8057,"[dep, nifedipine, dep, found, prep_for]",4048
27117,"[dep, nifedipine, dep, found, prep_for]",4048
2000,"[agent, induced, advcl, induced, nsubjpass]",4049
10775,"[amod, gene, prep_in, cells, nn]",4050
26511,"[amod, gene, prep_in, cells, nn]",4050
7484,"[prep_at, concentrations, amod]",4051
21101,"[prep_at, concentrations, amod]",4051
20423,"[nsubj, induced, iobj]",4052
12155,"[nsubj, induced, iobj]",4052
10121,"[nsubj, suppresses, dobj, activation, appos]",4053
12297,"[prep_with, treatment, prep_of, mice, amod]",4054
2029,"[prep_with, treatment, prep_of, mice, amod]",4054
28716,"[prep_with, treatment, prep_of, mice, amod]",4054
1094,"[prep_with, treatment, prep_of, mice, amod]",4054
17464,"[nsubj, decreased, dobj, phosphorylation, nn]",4055
23954,"[nsubj, decreased, dobj, phosphorylation, nn]",4055
9924,"[nsubj, inhibited, dobj, induction, prep_of, expression, nn]",4056
20720,"[amod, aminotransferase, appos]",4057
21560,"[nsubj, inhibited, dobj, activity, prep_of]",4058
14493,"[nsubj, inhibited, dobj, activity, prep_of]",4058
18113,"[nsubj, inhibited, dobj, activity, prep_of]",4058
27572,"[nsubj, inhibited, dobj, activity, prep_of]",4058
6104,"[nsubj, inhibited, dobj, activity, prep_of]",4058
22582,"[nsubj, inhibited, dobj, activity, prep_of]",4058
23883,"[nsubj, inhibited, dobj, activity, prep_of]",4058
22583,"[nsubj, inhibited, dobj, activity, prep_of]",4058
6218,"[nsubj, inhibited, dobj, activity, prep_of]",4058
9018,"[nsubj, inhibited, dobj, activity, prep_of]",4058
2314,"[nsubj, inhibited, dobj, activity, prep_of]",4058
8085,"[nsubj, inhibited, dobj, activity, prep_of]",4058
29307,"[nsubj, inhibited, dobj, activity, prep_of]",4058
19393,"[nsubj, binds, dobj]",4060
15223,"[nsubj, binds, dobj]",4060
29426,"[nsubj, binds, dobj]",4060
8023,"[nsubj, binds, dobj]",4060
6364,"[nsubj, binds, dobj]",4060
16781,"[appos, acids, appos]",4063
16101,"[appos, acids, appos]",4063
27838,"[nsubj, inhibited, dobj, production, prep_of]",4065
14141,"[nsubj, inhibited, dobj, production, prep_of]",4065
20963,"[nsubj, inhibited, dobj, production, prep_of]",4065
12065,"[nsubj, inhibited, dobj, production, prep_of]",4065
12429,"[nsubj, inhibited, dobj, production, prep_of]",4065
27684,"[nsubj, inhibited, dobj, production, prep_of]",4065
28271,"[nsubj, inhibited, dobj, production, prep_of]",4065
27438,"[nsubj, inhibited, dobj, production, prep_of]",4065
6811,"[prep_via, expression, amod]",4066
24389,"[prep_with, activation, prep_of]",4068
29240,"[prep_of, combination, prep_of, toxicities, appos]",4069
28297,"[prep_by, inhibited, nsubj, expression, amod]",4072
5622,"[prep_by, inhibited, nsubj, expression, amod]",4072
4757,"[prep_by, inhibited, nsubj, expression, amod]",4072
11981,"[prep_on, fell, nsubj]",4074
19875,"[appos, levodopa, appos, inhibitor, amod]",4075
16968,"[prep_in, levels, amod]",4076
9275,"[prep_in, levels, amod]",4076
27788,"[prep_in, levels, amod]",4076
22375,"[amod, secretion, amod]",4077
14657,"[amod, secretion, amod]",4077
7301,"[amod, secretion, amod]",4077
14510,"[prep_of, conversion, dobj, catalyzed, nsubj]",4078
25656,"[prep_of, conversion, dobj, catalyzed, nsubj]",4078
9550,"[prep_of, effects, appos, analog, prep_of, tetrapeptide, appos]",4079
11659,"[prep_of, effects, appos, analog, prep_of, tetrapeptide, appos]",4079
16909,"[acomp, received, nsubj, patients, prep_with]",4080
3348,"[prep_with, obtained, partmod, that, prep_from, different, advcl, consistent, prep_in, receptors, partmod, composed, prep_of, subunits, amod]",4081
23718,"[prep_with, obtained, partmod, that, prep_from, different, advcl, consistent, prep_in, receptors, partmod, composed, prep_of, subunits, amod]",4081
4075,"[nsubj, agonists, amod]",4082
12123,"[prep_in, patients, prep_with]",4083
987,"[prep_in, patients, prep_with]",4083
4439,"[prep_in, patients, prep_with]",4083
25212,"[prep_in, patients, prep_with]",4083
20961,"[prep_in, patients, prep_with]",4083
29246,"[prep_in, patients, prep_with]",4083
147,"[prep_in, patients, prep_with]",4083
7865,"[prep_in, patients, prep_with]",4083
9787,"[prep_in, patients, prep_with]",4083
13875,"[prep_in, patients, prep_with]",4083
29399,"[prep_in, patients, prep_with]",4083
19935,"[prep_in, patients, prep_with]",4083
9366,"[prep_of, target, prep_as]",4086
21894,"[amod, tolerant, prep_in, observed, nsubjpass, changes, prep_of, mrna, appos]",4087
21897,"[amod, tolerant, prep_in, observed, nsubjpass, changes, prep_of, mrna, appos]",4087
374,"[dep, overexpression, prep_of]",4088
12571,"[dep, overexpression, prep_of]",4088
14933,"[amod, sulfasalazine, appos]",4089
17467,"[amod, treatment, appos]",4090
15962,"[amod, treatment, appos]",4090
21752,"[prep_by, inhibited, nsubj, production, amod]",4093
11708,"[prep_by, inhibited, nsubj, production, amod]",4093
18610,"[prep_by, inhibited, nsubj, production, amod]",4093
29105,"[nsubj, induced, prep_in, expression, amod]",4097
18309,"[prep_of, concentration, nsubj]",4098
1849,"[prep_of, concentration, nsubj]",4098
8397,"[prep_of, concentration, nsubj]",4098
28763,"[amod, treatment, nsubj, reduced, iobj]",4099
3996,"[nsubjpass, replaced, prep_with]",4101
15665,"[prep_with, injected, partmod]",4102
9542,"[prep_with, injected, partmod]",4102
4270,"[dep, carmustine, appos, beam, partmod, followed, agent, therapy, amod]",4103
21293,"[appos, substrates, prep_for]",4104
17971,"[prep_with, treatment, prep_after]",4105
16477,"[prep_with, treatment, prep_after]",4105
15412,"[prep_with, treatment, prep_after]",4105
20562,"[prep_with, treatment, prep_after]",4105
16445,"[prep_of, transport, prep_in, involved, nsubjpass]",4108
24500,"[prep_of, transport, prep_in, involved, nsubjpass]",4108
12935,"[prep_of, transport, prep_in, involved, nsubjpass]",4108
7452,"[acomp, binds, nsubj, globulin, appos]",4109
346,"[amod, polymorphism, appos]",4110
17108,"[prep_to, associated, nsubjpass, activation, partmod, defined, prep_as, mutation, nn]",4112
